uniqueid,title,start_academic_month,start_academic_year,end_academic_month,end_academic_year,first_author,second_author,third_author,other_authors,is_student_author,student_name,student_batch,specification,publication_type,publication_name,publisher,year_of_publishing,month_of_publishing,volume,page_number,indexing,quartile,citation,doi,front_page_path,url,ISSN,verified,admin_verified
2022JUL1014429dsj7217207,A Distance Vector Hop and Differential Evolution based Interception Strategy for detecting Cross Border Infiltration in Underground Tunnel,JUL,2022,JUN,2023,S. Venkatesh,N. Bhalaji,None,None,NULL,NULL,NULL,article,Journal,Defence Science Journal,Defence Scientific Information and Documentation Centre,2022,7,72,392-401,Web of Sciences,NULL,0,10.14429/dsj.72.17207,NULL,http://dx.doi.org/10.14429/dsj.72.17207,0976-464X 0011-748X,FALSE,FALSE
2022JUL1014704NQ20222011NQ66314,Measuring the accuracy of Satellite Image Dataset using Fusion based Classification with Neural Networks,JUL,2022,JUN,2023,"Swathika, R","Radha, N",None,None,No,NULL,NULL,article,Journal,NeuroQuantology,NeuroQuantology,2022,9,20,3040-3051,NULL,NULL,0,10.14704/NQ.2022.20.11.NQ66314,NULL,https://www.proquest.com/openview/b3930831cd7a292046c55a44e938de9c/1?pq-origsite=gscholar&cbl=2035897, 1303-5150,FALSE,FALSE
2022JUL1014704nq2022208NQ44244,Neutrosophic Approach of Segmentation on Thermal Images - Case Study: Drowsy Driving Application,JUL,2022,JUN,2023,Sofia Jennifer J,Sree Sharmila T,None,None,NULL,NULL,NULL,article,Journal,NeuroQuantology,NeuroQuantology,2022,NULL,20,2217,Web of Sciences,NULL,0,10.14704/nq.2022.20.8.NQ44244,NULL,https://www.proquest.com/openview/3c6cb976311ef4cabe11d4cf24c4e887/1?pq-origsite=gscholar&cbl=2035897,13035150,FALSE,FALSE
2022JUL101504ijbet202210047886,A hybrid approach for analysis of brain lateralisation in autistic children using graph theory techniques and deep belief networks,JUL,2022,JUN,2023,Kavitha Anandan,Hualou Liang,Vidhusha Srinivasan,N. Udayakumar,NULL,NULL,NULL,article,Journal,International Journal of Biomedical Engineering and Technology,Inderscience Publishers,2022,NULL,39,40,NULL,NULL,0,10.1504/ijbet.2022.10047886,NULL,http://dx.doi.org/10.1504/ijbet.2022.10047886,1752-6418 1752-6426,FALSE,FALSE
2022JUL1024425aoa2022141655,An Efficient Edge Preserving Interpolation Method for Underwater Acoustic Image Resolution Enhancement,JUL,2022,JUN,2023,R. Priyadharsini,T. Sree Sharmila,None,None,NULL,NULL,NULL,article,Journal,Archives of Acoustics,Polish Academy of Sciences Chancellery,2023,7,0,NULL,NULL,NULL,0,10.24425/aoa.2022.141655,NULL,http://dx.doi.org/10.24425/aoa.2022.141655,0137-5075 2300-262X,FALSE,FALSE
2022JUL1032604csse2023024441,Design of Hierarchical Classifier to Improve Speech Emotion Recognition,JUL,2022,JUN,2023,P. Vasuki,Aravindan C,None,none,NULL,NULL,NULL,article,Journal,Computer Systems Science and Engineering,"Computers, Materials and Continua (Tech Science Press)",2023,NULL,44,19-33,Web of Sciences,Q3,1,10.32604/csse.2023.024441,NULL,http://dx.doi.org/10.32604/csse.2023.024441,0267-6192,FALSE,FALSE
2022JUL1032604csse2023025195,Histogram Matched Chest X-Rays Based Tuberculosis Detection Using CNN,JUL,2022,JUN,2023,Joe Louis Paul Ignatius,Sasirekha Selvakumar,Kavin Gabriel Joe Louis Paul,"Aadhithya B. Kailash, S. Keertivaas, S. A. J. Akarvin Raja Prajan",NULL,NULL,NULL,article,Journal,Computer Systems Science and Engineering,"Computers, Materials and Continua (Tech Science Press)",2023,NULL,44,81-97,Web of Sciences,Q3,3,10.32604/csse.2023.025195,NULL,http://dx.doi.org/10.32604/csse.2023.025195,0267-6192,FALSE,FALSE
2022JUL1032604csse2023026527,Diabetic Retinopathy Diagnosis Using Interval Neutrosophic Segmentation with Deep Learning Model,JUL,2022,JUN,2023,V. Thanikachalam,M. G. Kavitha,V. Sivamurugan,None,NULL,NULL,NULL,article,Journal,Computer Systems Science and Engineering,"Computers, Materials and Continua (Tech Science Press)",2023,3,44,2129-2145,Web of Sciences,Q3,2,10.32604/csse.2023.026527,NULL,http://dx.doi.org/10.32604/csse.2023.026527,0267-6192,FALSE,FALSE
2022JUL1032604csse2023028136,Efficient Authentication System Using Wavelet Embeddings of Otoacoustic Emission Signals,JUL,2022,JUN,2023,V. Harshini,T. Dhanwin,A. Shahina,"N. Safiyyah, A. Nayeemulla Khan",NULL,NULL,NULL,article,Journal,Computer Systems Science and Engineering,"Computers, Materials and Continua (Tech Science Press)",2023,NULL,45,1851-1867,Web of Sciences,Q3,1,10.32604/csse.2023.028136,NULL,http://dx.doi.org/10.32604/csse.2023.028136,0267-6192,FALSE,FALSE
2022JUL1032604iasc2022024173,Enhanced Distributed Storage System Using Lower Triangular Matrix-Luby Transform Codes,JUL,2022,JUN,2023,Joe Louis Paul Ignatius,Sasirekha Selvakumar,None,None,NULL,NULL,NULL,article,Journal,Intelligent Automation &amp;amp; Soft Computing,"Computers, Materials and Continua (Tech Science Press)",2022,NULL,33,1941-1959,Web of Sciences,NULL,0,10.32604/iasc.2022.024173,NULL,http://dx.doi.org/10.32604/iasc.2022.024173,1079-8587,FALSE,FALSE
2022JUL1033436v32i4y202208,Blockchain based system for transfer of funds through an e-Governance application,JUL,2022,JUN,2023,Jansi Rani SELLA VELUSWAMI,Yamini LAKSHMI NARSIMHAN,Shivaani KRISHNAKUMAR,Radha NATARAJAN,NULL,NULL,NULL,article,Journal,Revista Romana de Informatica si Automatica,ICI Bucharest,2022,12,32,93-102,Web of Sciences,NULL,0,10.33436/v32i4y202208,NULL,http://dx.doi.org/10.33436/v32i4y202208,1220-1758 1841-4303,FALSE,FALSE
2022JUL103837tiis202212005,RDNN: Rumor Detection Neural Network for Veracity Analysis in Social Media Text,JUL,2022,JUN,2023,SuthanthiraDevi P,Karthika S,None,None,NULL,NULL,NULL,article,Journal,KSII Transactions on Internet and Information Systems,Korean Society for Internet Information (KSII),2022,12,16,NULL,Web of Sciences,NULL,0,10.3837/tiis.2022.12.005,NULL,http://dx.doi.org/10.3837/tiis.2022.12.005,1976-7277,FALSE,FALSE
2022JUL104018IJeC30403,A Hybrid PSO-ACO Algorithm to Facilitate Software Project Scheduling,JUL,2022,JUN,2023,Praveen Joe I. R.,Malathy E. M.,Aishwarya S.,"Akila R., Akshaya A",NULL,NULL,NULL,article,Journal,International Journal of e-Collaboration (IJeC),IGI Global,2022,NULL,18,01-Dec,NULL,NULL,0,10.4018/IJeC.30403,NULL,https://www.igi-global.com/article/a-hybrid-pso-aco-algorithm-to-facilitate-software-project-scheduling/304039,15483681,FALSE,FALSE
2022JUL1047750pnr20221304006,Alzheimer's Dementia: Diagnosis and Prognosis using Neuro-Imaging Analysis,JUL,2022,JUN,2023,Sountharrajan S,Karthiga M,Suganya E,Rajan,NULL,NULL,NULL,article,Journal,Journal of Pharmaceutical Negative Results,Siree Journals,2022,1,13,Jan-18,Scopus,NULL,0,10.47750/pnr.2022.13.04.006,NULL,http://dx.doi.org/10.47750/pnr.2022.13.04.006,NULL,FALSE,FALSE
2022JUL1047750pnr20221304009,Identification and Diagnosis of Breast Cancer using a Composite Machine Learning Techniques,JUL,2022,JUN,2023,Prabu Kanna,Abinash M J,Suganya E S,"Sountharrajan S, Bhuvaneswari R, K Geetha",NULL,NULL,NULL,article,Journal,Journal of Pharmaceutical Negative Results,Siree Journals,2022,1,13,NULL,Scopus,NULL,0,10.47750/pnr.2022.13.04.009,NULL,http://dx.doi.org/10.47750/pnr.2022.13.04.009,NULL,FALSE,FALSE
2022JUL1048047intjecseV14I8401,Cow Disease (LSD) Classification System for predicting different Severity levels.,JUL,2022,JUN,2023,V.Sivamurugan,K.R. Uthayan,V. Thanikachalam,None,No,NULL,NULL,article,Journal,INT-JECSE,International Journal of Early Childhood Special Education,2022,NULL,14,2860-2873,Scopus,NULL,0,10.48047/intjecse/V14I8.401,NULL,https://www.int-jecse.net/article/Cow+Disease+%2528LSD%2529+Classification+System+for+predicting+different+Severity+levels._5994/,1308-5581,FALSE,FALSE
2022JUL105755j01itc51129467,Data Analytics and Reporting API - A Reliable Tool for Data Visualization and Predictive Analysis,JUL,2022,JUN,2023,Joe Louis Paul Ignatius,Sasirekha Selvakumar,Spandana JSN,Subasri Govindarajan,NULL,NULL,NULL,article,Journal,Information Technology and Control,Kaunas University of Technology (KTU),2022,3,51,59-77,Web of Sciences,NULL,1,10.5755/j01.itc.51.1.29467,NULL,http://dx.doi.org/10.5755/j01.itc.51.1.29467,2335-884X 1392-124X,FALSE,FALSE
2022JUL105755j01itc52131520,A Neutrosophic Set  Approach on Chest  X-rays for Automatic Lung  Infection Detection,JUL,2022,JUN,2023,J. Sofia Jennifer,T. Sree Sharmila,None,None,NULL,NULL,NULL,article,Journal,Information Technology and Control,Kaunas University of Technology (KTU),2023,3,52,37-52,Web of Sciences,NULL,8,10.5755/j01.itc.52.1.31520,NULL,http://dx.doi.org/10.5755/j01.itc.52.1.31520,2335-884X 1392-124X,FALSE,FALSE
2022JUL109734bpirhllev619261d,Hierarchical Text Summarization Using Semantic Similarity,JUL,2022,JUN,2023,S. Divya,N. Sripriya,None,None,NULL,NULL,NULL,inbook,Book Chapter,"Research Highlights in Language, Literature and Education Vol. 6",B P International (a part of SCIENCEDOMAIN International),2023,6,6,01-Dec,NULL,NULL,0,10.9734/bpi/rhlle/v6/19261d,NULL,http://dx.doi.org/10.9734/bpi/rhlle/v6/19261d,NULL,FALSE,FALSE
2023JUL101002cpe7769,Hybrid intelligent intrusion detection system for multiple Wi-Fi attacks in wireless networks using stacked restricted Boltzmann machine and deep belief networks,JUL,2023,JUN,2024,Nivaashini Mathappan,Suganya Elavarasan,Sountharrajan Sehar,None,NULL,NULL,NULL,article,Journal,Concurrency and Computation: Practice and Experience,Wiley,2023,5,35,NULL,Web of Sciences,NULL,0,10.1002/cpe.7769,NULL,http://dx.doi.org/10.1002/cpe.7769,1532-0626 1532-0634,FALSE,FALSE
2023JUL101007s11063023114003,Cascaded UNets with Modified Skip Connection for Breast Tumor Segmentation,JUL,2023,JUN,2024,S. Dhivya,S. Mohanavalli,K. B. Sundharakumar,I. Thamarai,NULL,NULL,NULL,article,Journal,Neural Processing Letters,Springer Science and Business Media LLC,2023,9,55,11863-11883,Web of Sciences,Q2,0,10.1007/s11063-023-11400-3,NULL,http://dx.doi.org/10.1007/s11063-023-11400-3,1370-4621 1573-773X,FALSE,FALSE
2023JUL101016jegyr202308005,AI-enabled metaheuristic optimization for predictive management of renewable energy production in smart grids,JUL,2023,JUN,2024,S Sankarananth, M Karthiga,E Suganya,"S Sountharrajan, Durga Prasad Bavirisetti",No,NULL,NULL,article,Journal,Energy Reports,Elsevier,2023,NULL,10,1299-1312,Web of Sciences,NULL,8,10.1016/j.egyr.2023.08.005,NULL,http://dx.doi.org/10.1016/j.egyr.2023.08.005,2352-4847,FALSE,FALSE
2023JUL101016jenergy2023129992,Categorization of Indian residential consumers electrical energy consumption pattern using clustering and classification techniques,JUL,2023,JUN,2024,Somasundaram Palaniappan,Sundararaju Karuppannan,Durgadevi Velusamy,None,NULL,NULL,NULL,article,Journal,Energy,Elsevier BV,2024,2,289,129992,Web of Sciences,NULL,0,10.1016/j.energy.2023.129992,NULL,http://dx.doi.org/10.1016/j.energy.2023.129992,0360-5442,FALSE,FALSE
2023JUL101016jmicrorel2023114930,Single event performance of FED based SRAMs using numerical simulation,JUL,2023,JUN,2024,Sasikala PanneerSelvam,Susanta Kumar Pal,Premanand Venkatesh Chandramani,Srinivasan Raj,NULL,NULL,NULL,article,Journal,Microelectronics Reliability,Elsevier BV,2023,3,142,114930,Web of Sciences,NULL,1,10.1016/j.microrel.2023.114930,NULL,http://dx.doi.org/10.1016/j.microrel.2023.114930,0026-2714,FALSE,FALSE
2023JUL1010800377206320232234854,Event-Based Epileptic Seizure Detection with Stacked Convolutional Restricted Boltzmann Machine,JUL,2023,JUN,2024,Visalini K.,Saravanan Alagarsamy,Nagarajan D.,None,NULL,NULL,NULL,article,Journal,IETE Journal of Research,Informa UK Limited,2023,7,0,01-Oct,Web of Sciences,NULL,0,10.1080/03772063.2023.2234854,NULL,http://dx.doi.org/10.1080/03772063.2023.2234854,0377-2063 0974-780X,FALSE,FALSE
2023JUL1011111460698412973,Cognitive decline assessment using semantic linguistic content and transformer deep learning architecture,JUL,2023,JUN,2024,Rini PL,Gayathri KS,None,None,NULL,NULL,NULL,article,Journal,International Journal of Language &amp;amp; Communication Disorders,Wiley,2023,11,0,NULL,Web of Sciences,NULL,0,10.1111/1460-6984.12973,NULL,http://dx.doi.org/10.1111/1460-6984.12973,1368-2822 1460-6984,FALSE,FALSE
2023JUL1030955gnj005139,Urban Environmental Flood Susceptibility Using a Multi-Layered Neural Network Model From Satellite Imagery Sources,JUL,2023,JUN,2024,Swathika R,Radha. N,Sasirekha. S.P,Dhanabal. S.,NULL,None,None,article,Journal,Global NEST: the international Journal,University of the Aegean,2023,8,0,None,Web of Sciences,None,0,10.30955/gnj.005139,NULL,http://dx.doi.org/10.30955/gnj.005139,1790-7632 2241-777X,FALSE,FALSE
2023JUL103233jifs222136,Automated carcinoma classification using efficient nuclei-based patch selection and deep learning techniques,JUL,2023,JUN,2024,S. Dhivya,S. Mohanavalli,S. Kavitha,None,NULL,NULL,NULL,article,Journal,Journal of Intelligent & Fuzzy Systems,IOS Press,2023,7,45,521-535,Web of Sciences,NULL,1,10.3233/jifs-222136,NULL,http://dx.doi.org/10.3233/jifs-222136,1064-1246 1875-8967,FALSE,FALSE
2023JUL103233jifs223980,Fake news detection using a deep learning transformer based encoder-decoder architecture,JUL,2023,JUN,2024,M. Badri Narayanan,Arun Kumar Ramesh,K.S. Gayathri,A. Shahina,NULL,NULL,NULL,article,Journal,Journal of Intelligent & Fuzzy Systems,IOS Press,2023,11,45,8001-8013,Web of Sciences,NULL,0,10.3233/jifs-223980,NULL,http://dx.doi.org/10.3233/jifs-223980,1064-1246 1875-8967,FALSE,FALSE
2023JUL1032604iasc2023024820,Hybrid Convolutional Neural Network for Plant Diseases Prediction,JUL,2023,JUN,2024,S. Poornima,N. Sripriya,Adel Fahad Alrasheedi,"S. S. Askar, Mohamed Abouhawwash",NULL,NULL,NULL,article,Journal,Journal of Intelligent & Fuzzy Systems,"Computers, Materials and Continua (Tech Science Press)",2023,NULL,36,2393-2409,Web of Sciences,NULL,0,10.32604/iasc.2023.024820,NULL,http://dx.doi.org/10.32604/iasc.2023.024820,1079-8587,FALSE,FALSE
