uniqueid,title,start_academic_month,start_academic_year,end_academic_month,end_academic_year,first_author,second_author,third_author,other_authors,is_student_author,student_name,student_batch,specification,publication_type,publication_name,publisher,year_of_publishing,month_of_publishing,volume,page_number,indexing,quartile,citation,doi,front_page_path,url,ISSN,verified,admin_verified,impact_factor
2024INzAzkE,"An Automated Graph-Based Neural Network Model for Predicting Urban Environmental Air Quality Using Spatio-Temporal Data Optimization",JUL,2023,JUN,2024,"Yogapriya J. Deepa S. Radha N. Madhumitha E.",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Global NEST: the international Journal",NULL,2024,3,27,NULL,"Scopus, Web of Sciences",Q3,NULL,10.30955/gnj.005598,NULL,http://dx.doi.org/10.30955/gnj.005598,NULL,False,False,1
2024JPRVqio,"Eeg based smart emotion recognition using meta heuristic optimization and hybrid deep learning techniques",JUL,2024,JUN,2025,"Karthiga, M., Suganya, E., Sountharrajan, S, Balamurugan Balusamy, Shitharth Selvarajan, ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Scientific Reports",NULL,2024,12,14,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1038/s41598-024-80448-5,NULL,https://doi.org/10.1038/s41598-024-80448-5,2045-2322,False,False,3.8
2024JUL101002pssr202500017,"Advancements in P-type Wide and Ultra-Wide Bandgap Oxide Semiconductors for Prospective Applications",JUL,2024,JUN,2025,"Arige Sumanth","Vikash Mishra","Srungarapu Leela Nagendra","Mamidanna Sri Ramachandra Rao, Tejendra Dixit",No,NULL,NULL,article,Journal,"physica status solidi (RRL) - Rapid Research Letters",Wiley,2025,5,0,NULL,Scopus,Q2,0,10.1002/pssr.202500017,NULL,https://doi.org/10.1002/pssr.202500017,"1862-6254 1862-6270",False,False,2.5
2024JUL101007978303182706834,"Content-Based Image Retrieval Using Quaternion Discrete Cosine Transform",JUL,2024,JUN,2025,"Nepoleon Keisham","Arambam Neelima",NULL,NULL,No,NULL,NULL,inbook,"Book Chapter","Learning and Analytics in Intelligent Systems","Springer Nature Switzerland",2025,3,0,335-345,Scopus,NULL,0,10.1007/978-3-031-82706-8_34,NULL,https://doi.org/10.1007/978-3-031-82706-8_34,"2662-3447 2662-3455",False,False,NULL
2024JUL101007978303190478322,"Abnormal Sitting Posture Recognition Using Skeletal Framework and Deep Learning Techniques",JUL,2024,JUN,2025,"K. S. Gayathri","A. Piriyadharshini","B. Thejesswini","Pranesh Kumar",Yes,"A. Piriyadharshini, B. Thejesswini, Pranesh Kumar",2022-2026,inbook,"Book Chapter","Information Systems Engineering and Management","Springer Nature Switzerland",2025,05,0,258-269,Scopus,NULL,0,10.1007/978-3-031-90478-3_22,NULL,https://doi.org/10.1007/978-3-031-90478-3_22,"3004-958X 3004-9598",False,False,NULL
2024JUL101016jbea2025100167,"ECG-based cardiac arrhythmia classification using fuzzy encoded features and deep neural networks",JUL,2024,JUN,2025,"Kiruthika Balakrishnan","Durgadevi Velusamy","Karthikeyan Ramasamy","Lisiane Pruinelli",No,NULL,NULL,article,Journal,"Biomedical Engineering Advances","Elsevier BV",2025,6,9,100167,Scopus,NULL,0,10.1016/j.bea.2025.100167,NULL,https://doi.org/10.1016/j.bea.2025.100167,2667-0992,False,False,NULL
2024JUL101016jbspc2025107729,"Optimized Alzheimer disorder classification with DACN-MFFN utilizing OBLDE-TDO enhanced deep neural network features",JUL,2024,JUN,2025,"M. Karthiga","E. Suganya","S. Sountharrajan","J. Jeyalakshmi, Sindhu Ravindran, Shahrol Mohamaddan",No,NULL,NULL,article,Journal,"Biomedical Signal Processing and Control","Elsevier BV",2025,3,106,107729,Scopus,Q1,0,10.1016/j.bspc.2025.107729,NULL,https://doi.org/10.1016/j.bspc.2025.107729,1746-8094,False,False,NULL
2024JUL101016jbspc2025108118,"A hybrid deep learning approach using XceptionNet and vision transformer for accurate chest disease detection from X-ray images",JUL,2024,JUN,2025,"R. Bhuvanya","V. Vanitha","M.Mohamed Iqbal","Ankur Dumka, Rajesh Singh, Anita Gehlot, Amit Kumar Thakur",No,NULL,NULL,article,Journal,"Biomedical Signal Processing and Control","Elsevier BV",2025,12,110,108118,Scopus,Q1,0,10.1016/j.bspc.2025.108118,NULL,https://doi.org/10.1016/j.bspc.2025.108118,1746-8094,False,False,4.9
2024JUL101038s41598025951183,"An optimized deep learning based hybrid model for prediction of daily average global solar irradiance using CNN SLSTM architecture",JUL,2024,JUN,2025,"Yuvaraj Mariappan","Karthikeyan Ramasamy","Durgadevi Velusamy",NULL,No,NULL,NULL,article,Journal,"Scientific Reports","Springer Science and Business Media LLC",2025,3,15,10761,Scopus,Q1,1,10.1038/s41598-025-95118-3,NULL,https://doi.org/10.1038/s41598-025-95118-3,2045-2322,False,False,3.8
2024JUL101109access20253569606,"Fusion of Multimodal Audio Data for Enhanced Speaker Identification Using Kolmogorov-Arnold Networks",JUL,2024,JUN,2025,"Aryaman Tamotia","Dhruv Shantu Karmokar","Rethi Komal","K. Khadar Nawas, A. Shahina, A. Nayeemulla Khan",No,NULL,NULL,article,Journal,"IEEE Access","Institute of Electrical and Electronics Engineers (IEEE)",2025,May,13,87640-87653,Scopus,Q1,0,10.1109/access.2025.3569606,NULL,https://doi.org/10.1109/access.2025.3569606,2169-3536,False,False,3.557
2024JUL101109ice63309202510983977,"Automating Defect Detection for the Preservation of Historical Structures",JUL,2024,JUN,2025,"Balakumar G","Bhuvaneswarran T","Sreehari Veeramachaneni",NULL,Yes,"Balakumar G, Bhuvaneswarran T",2021-2025,inproceedings,Conference,"2025 International Conference on Innovation in Computing and Engineering (ICE)",IEEE,2025,2,0,1-6,Scopus,NULL,0,10.1109/ice63309.2025.10983977,NULL,https://doi.org/10.1109/ice63309.2025.10983977,NULL,False,False,NULL
2024JUL101109ice63309202510984065,"Intelligent Road Condition Monitoring and Analysis for Safer Highways",JUL,2024,JUN,2025,"M. Mohamed Iqbal","Nandhana S","Vijay V","Sreehari Veeramachaneni",Yes,"Nandhana S, Vijay V",NULL,inproceedings,Conference,"2025 International Conference on Innovation in Computing and Engineering (ICE)",IEEE,2025,2,0,1-6,Scopus,NULL,0,10.1109/ice63309.2025.10984065,NULL,https://doi.org/10.1109/ice63309.2025.10984065,NULL,False,False,NULL
2024JUL1021917ijsc20250509,"SEMANTIC BASED EXTRACTIVE DOCUMENT SUMMARIZATION USING DEEP LEARNING MODEL",JUL,2024,JUN,2025,"Divya S","Sripriya N",NULL,NULL,No,NULL,NULL,article,Journal,"ICTACT Journal on Soft Computing","ICT Academy",2025,1,15,3669-3681,Scopus,NULL,0,10.21917/ijsc.2025.0509,NULL,https://doi.org/10.21917/ijsc.2025.0509,"0976-6561 2229-6956",False,False,NULL
2024JUL1024874pes0701d007,"TOWARDS SEED SELECTION AND YIELD ASSESSMENT FOR AGRICULTURAL PRODUCTIVITY IN INDIA",JUL,2024,JUN,2025,"Durai Selvaraj","Sujithra Thandapani","Mohamed Iqbal Mahaboob","K Kishore Kumar",No,NULL,NULL,article,Journal,"Proceedings on Engineering Sciences","Faculty of Engineering, University of Kragujevac",2025,3,7,507-516,Scopus,Q3,0,10.24874/pes07.01d.007,NULL,https://doi.org/10.24874/pes07.01d.007,"2620-2832 2683-4111",False,False,NULL
2024JUL107717peerjcs2424,"Unified extractive-abstractive summarization: a hybrid approach utilizing BERT and transformer models for enhanced document summarization",JUL,2024,JUN,2025,"Divya S.","Sripriya N.","J. Andrew","Manuel Mazzara",No,NULL,NULL,article,Journal,"PeerJ Computer Science",PeerJ,2024,11,10,e2424,Scopus,Q1,1,10.7717/peerj-cs.2424,NULL,https://doi.org/10.7717/peerj-cs.2424,2376-5992,False,False,NULL
2024JULKPOGbKc,"Genre Classification of English and Tamil Songs using CNN",JUL,2024,JUN,2025,"Sripriya N","Divya S","Jerin J",Keerthana,No,NULL,NULL,article,Journal,"INDIAN JOURNAL OF NATURAL SCIENCES (IJONS)","TamilNadu Scientific Research Organisation",2024,8,15,76400-76405,NULL,NULL,0,NULL,NULL,https://tnsroindia.org.in/JOURNAL/issue85/IJONS%20-%20ISSUE%2085%20%20AUG%202024%20-%20%20FRONT%20PAGE%20-%20PART%2001.pdf,"0976 – 0997",False,False,NULL
2024LLYrNUx,"Multi-objective cluster head-based energy aware routing using optimized auto-metric graph neural network for secured data aggregation in Wireless Sensor Network",JUL,2023,JUN,2024,"Ashwinth Janarthanan, Vidhusha Srinivasan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Communication Systems",NULL,2024,2,37,NULL,"Scopus, Web of Sciences",Q2,NULL,10.1002/dac.5664,NULL,https://doi.org/10.1002/dac.5664,1099-1131,False,False,1.7
2024nkGwuHk,"Security and Confidentiality Concerns in Blockchain Technology: A Review",JUL,2024,JUN,2025,"GP Kanna, MJ Abinash, Y Kumar, J Kumar, E Suganya “Security and Confidentiality Concerns in Blockchain Technology: A Review” in Wireless Communication in Cyber Security, 2023",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Wireless Communication in Cyber Security",NULL,2024,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False,NULL
2024nNTAYrL,"Multimodal Fusion and Cutting-Edge AI-Based Smart Vending Machines for Electronic Component Management",JUL,2024,JUN,2025,"M. Karthiga, S. B. Rahayu, E. Suganya, S. Sankarananth, S. Sountharrajan and K. Venkatesan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"IEEE Access",NULL,2024,12,13,6029-6053,"Scopus, Web of Sciences",Q1,NULL,10.1109/ACCESS.2024.3523774,NULL,NULL,2169-3536,False,False,3.4
2024OngGNas,"Categorization of Indian residential consumers electrical energy consumption pattern using clustering and classification techniques",JUL,2023,JUN,2024,"Somasundaram Palaniappan Sundararaju Karuppannan Durgadevi Velusamy ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,ENERGY,NULL,2024,2,289,NULL,"Scopus, Web of Sciences",Q3,NULL,10.1016/j.energy.2023.129992,NULL,http://dx.doi.org/10.1016/j.energy.2023.129992,0360-5442,False,False,9
2024OONJAUS,"Event-Based Epileptic Seizure Detection with Stacked Convolutional Restricted Boltzmann Machine",JUL,2024,JUN,2025,"Visalini K. Saravanan Alagarsamy Nagarajan D. ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"IETE JOURNAL OF RESEARCH",NULL,2024,8,70,4880-4889,"Scopus, Web of Sciences",Q2,NULL,10.1080/03772063.2023.2234854,NULL,http://dx.doi.org/10.1080/03772063.2023.2234854,NULL,False,False,1.3
2024rdTPOHh,"Cognitive decline assessment using semantic linguistic content and transformer deep learning architecture",JUL,2023,JUN,2024,"Rini PL Gayathri KS  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS",NULL,2024,6,59,1110-1127,"Scopus, Web of Sciences",Q1,NULL,10.1111/1460-6984.12973,NULL,http://dx.doi.org/10.1111/1460-6984.12973,NULL,False,False,1.5
2024rgmXkzs,"T2D Digital Twin: GV Analysis to Recommend Meds,",JUL,2024,JUN,2025,"Vaishnavi Anand, Alumni Batch 2024 and S. Karthika",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Indian Journal of Natural Sciences",NULL,2024,8,NULL,NULL,"Web of Sciences",NULL,NULL,NULL,NULL,NULL,NULL,False,False,NULL
2024sovquAE,"Intelligent Multi-Grade Brain Tumor Identification in MRI: A Metaheuristic-Based Uncertain Set Framework",JUL,2024,JUN,2025,"S. Alagarsamy, V. Govindaraj, A. Shahina and D. Nagarajan,",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"IEEE Transactions on Artificial Intelligence",NULL,2024,11,5,5381-5391,Scopus,Q1,NULL,10.1109/TAI.2024.3441520,NULL,http://dx.doi.org/10.1109/TAI.2024.3441520,2691-4581,False,False,5.94
2024SRPcInO,"FEDDBN-IDS: federated deep belief network-based wireless network intrusion detection system",JUL,2023,JUN,2024,"Nivaashini M. Suganya E. Sountharrajan S. M. Prabu, Durga Prasad Bavirisetti",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"EURASIP Journal on Information Security",NULL,2024,4,NULL,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1186/s13635-024-00156-5,NULL,https://doi.org/10.1186/s13635-024-00156-5,NULL,False,False,2.5
2024tQXeNzN,"Smart system for identifying the various pathologies in MR brain image using Monkey Search based Interval Type-II Fuzzy C-Means technique.",JUL,2023,JUN,2024,"Garg, H., Alagarsamy, S., Nagarajan, D. et al.",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Multimed Tools Appl",NULL,2024,3,83,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1007/s11042-024-18808-6,NULL,https://doi.org/10.1007/s11042-024-18808-6,1573-7721,False,False,3
2024uhUJEch,"Contribution of Python to Improving Efficiency in Artificial Intelligence and Advancing Automation Capabilities",JUL,2024,JUN,2025,"E Suganya ,Prabu M , Sountharrajan S",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Smart Computing Techniques Industrial IoT",NULL,2024,10,NULL,NULL,NULL,Q3,NULL,10.1007/978-981-97-7494-4_11,NULL,NULL,NULL,False,False,NULL
2024UiYWitV,"Deep Learning based Pulmonary Embolism Detection using Convolutional Feature Maps of CT Pulmonary Angiography Images",JUL,2024,JUN,2025,"Sanjana Sukumar A. Harish A. Shahina Sanjana B, A. Nayeemulla Khan",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Procedia Computer Science",NULL,2024,NULL,NULL,NULL,NULL,Q2,NULL,10.1016/j.procs.2024.03.221,NULL,NULL,NULL,False,False,NULL
2024uTloeeK,"An Extensive Study of Different Types of Leukemia using Image Processing Techniques",JUL,2023,JUN,2024,"M. Abirami Revathy S. Swathika R. K. C. Rajheshwari, T. A. Mohanaprakash",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Intelligent Systems and Applications in Engineering",NULL,2024,1,12,586-596,Scopus,NULL,NULL,NULL,NULL,https://ijisae.org/index.php/IJISAE/article/view/4411,2147-6799,False,False,1.71
2024uxnkGnX,"A novel deep learning model for diabetic retinopathy detection in retinal fundus images using pre-trained CNN and HWBLSTM",JUL,2023,JUN,2024,"S. V. Hemanth Saravanan Alagarsamy T. Dhiliphan Rajkumar ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Biomolecular Structure and Dynamics",NULL,2024,2,NULL,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1080/07391102.2024.2314269,NULL,http://dx.doi.org/10.1080/07391102.2024.2314269,1538-0254,False,False,2.7
2024VgiVoDA,"Genetic algorithm based attention UNet optimization for breast tumor segmentation",JUL,2024,JUN,2025,"S Dhivya, S Mohanavalli",NULL,NULL,NULL,False,NULL,NULL,article,Journal,Genetika,NULL,2024,7,56,13-27,Scopus,Q3,NULL,10.2298/GENSR2401013D,NULL,https://doi.org/10.2298/GENSR2401013D,2683-3867,False,False,NULL
2024VGrQSlM,"Enhancing Cartoonification using GAN Learning",JUL,2024,JUN,2025,"Sreenivasa Chakravarthi SangapuS. V. S. ManognaS. SountharrajanE. Suganya",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","2024 IEEE International Conference for Women in Innovation, Technology & Entrepreneurship (ICWITE)",NULL,2024,NULL,NULL,NULL,NULL,NULL,NULL,10.1109/ICWITE59797.2024.10502522,NULL,NULL,NULL,False,False,NULL
2024WcsvFsM,"Development of Augmented Reality Platform Using Image Processing with Deep Learning Techniques",JUL,2023,JUN,2024,"Poornima S, N. Sripriya, M.G.Kavitha",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Electrical Systems",NULL,2024,4,20,249-256,"Scopus, Web of Sciences",Q4,NULL,10.52783/jes.1279,NULL,https://doi.org/10.52783/jes.1279,1112-5209,False,False,0.75
2024XfrIfbI,"Cycle-Consistent Generative Adversarial Network and Crypto Hash Signature Token-based Block chain Technology for Data Aggregation with Secured Routing in Wireless Sensor Networks",JUL,2023,JUN,2024,"Ashwinth Janarthanan Vidhusha Vidhusha  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Communication Systems",NULL,2024,3,37,NULL,"Scopus, Web of Sciences",Q2,NULL,10.1002/dac.5675,NULL,http://dx.doi.org/10.1002/dac.5675,NULL,False,False,1.7
2024yfpoEAY,"IoT Sensor Data Retrieval and Analysis in Cloud Environments for Enhanced Power Management",JUL,2024,JUN,2025,"V. Arulkumar F. Kavin D. Arul Kumar Bharathiraja Nagu",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Advanced Research in Applied Sciences and Engineering Technology",NULL,2024,8,38,77-94,NULL,NULL,NULL,10.37934/araset.38.1.7788,NULL,https://doi.org/10.37934/araset.38.1.7788,2462-1943,False,False,NULL
2025JqPFjvX,"Enhancing Agricultural Productivity: IOT and Attention-Based CNN-BLSTM For Fine-Grained Crop Disease Detection",JUL,2024,JUN,2025,"Anitha C, Ambika B, P. Vasuki, T. Rajesh Kumar, D. Ebinezer, Sheeba Santhosh",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Machine and Computing",NULL,2025,1,5,255-263,Scopus,Q3,NULL,10.53759/7669/jmc202505020,NULL,https://doi.org/10.53759/7669/jmc202505020,2788-7669,False,False,NULL
2025JUL101007s40030025009149,"Rainfall Forecasting Model for Amaravathi Basin Using Machine Learning Approach",JUL,2015,JUN,2016,"R. Nirranjana","R. Aishwarya","S. Tejshree","K. S. Gayathri, Surendar Natarajan, P. Thirunavukkarasu",No,"R. Nirranjana, R. Aishwarya, S. Tejshree",2021-2025,article,Journal,"Journal of The Institution of Engineers (India): Series A","Springer Science and Business Media LLC",2025,8,0,NULL,Scopus,Q2,0,10.1007/s40030-025-00914-9,NULL,https://doi.org/10.1007/s40030-025-00914-9,"2250-2149 2250-2157",False,False,0.898
2025JUL101038s41598025047426,"Design of a low-delay 4-bit parallel prefix adder using QCA technology",JUL,2025,JUN,2026,"Tushar Niranjan","Anirban Nayak","Sreehari Veeramachaneni","Syed Ershad Ahmed",No,NULL,NULL,article,Journal,"Scientific Reports","Springer Science and Business Media LLC",2025,7,15,NULL,Scopus,Q1,0,10.1038/s41598-025-04742-6,NULL,https://doi.org/10.1038/s41598-025-04742-6,2045-2322,False,False,3.9
2025JUL1058346jisis2025i2052,"Neural Program Synthesis for Automatic Image Enhancement",JUL,2025,JUN,2026,"Vasuki P","Sripriya N","Jacindha S","Abishek G, Supriya Abirami A",No,"Abishek G, Supriya Abirami A",2020-2024,article,Journal,"Journal of Internet Services and Information Security","SASA Publications",2025,5,15,791-806,Scopus,Q2,0,10.58346/jisis.2025.i2.052,NULL,https://doi.org/10.58346/jisis.2025.i2.052,"2182-2069 2182-2077",False,False,0.4
2025zEbfCfm,"IoT botnet detection from software defined network using American zebra optimization algorithm with SSRNN-ELM",JUL,2024,JUN,2025,"Nalluri Venkata Madhu Bindu, Vinay Kumar Nassa, P. Vasuki, G. Manikandan, R. Jeena & R. Mahaveerakannan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Information Technology",NULL,2025,1,17,NULL,NULL,NULL,NULL,10.1007/s41870-024-02348-1,NULL,https://doi.org/10.1007/s41870-024-02348-1,2511-2112,False,False,NULL
