uniqueid,title,start_academic_month,start_academic_year,end_academic_month,end_academic_year,first_author,second_author,third_author,other_authors,is_student_author,student_name,student_batch,specification,publication_type,publication_name,publisher,year_of_publishing,month_of_publishing,volume,page_number,indexing,quartile,citation,doi,front_page_path,url,ISSN,verified,admin_verified,impact_factor
2022JUL101201978100336834210,"Multimodality dementia detection system using machine and deep learning",JUL,2022,JUN,2023,"Shruti Srivatsan","Sumneet Kaur Bamrah","K. S. Gayathri",NULL,NULL,NULL,NULL,inbook,"Book Chapter","Computational Intelligence Aided Systems for Healthcare Domain","CRC Press",2023,6,0,235-254,NULL,NULL,0,10.1201/9781003368342-10,NULL,http://dx.doi.org/10.1201/9781003368342-10,NULL,FALSE,FALSE,NULL
2022JUL1014429dsj7217207,"A Distance Vector Hop and Differential Evolution based Interception Strategy for detecting Cross Border Infiltration in Underground Tunnel",JUL,2022,JUN,2023,"S. Venkatesh","N. Bhalaji",NULL,NULL,NULL,NULL,NULL,article,Journal,"DEFENCE SCIENCE JOURNAL","DEFENCE SCIENTIFIC INFORMATION DOCUMENTATION CENTRE",2022,7,72,392-401,"Scopus, Web of Sciences",Q2,1,10.14429/dsj.72.17207,NULL,http://dx.doi.org/10.14429/dsj.72.17207,"0011-748X 0976-464X ",FALSE,FALSE,0.667
2022JUL1014704NQ20222011NQ66314,"Measuring the accuracy of Satellite Image Dataset using Fusion based Classification with Neural Networks",JUL,2022,JUN,2023,"Swathika, R","Radha, N",NULL,NULL,No,NULL,NULL,article,Journal,Neuroquantology," Anka Publishers",2022,12,20,3040-3051,"Scopus, Web of Sciences",NULL,0,10.14704/NQ.2022.20.11.NQ66314,NULL,https://www.proquest.com/openview/b3930831cd7a292046c55a44e938de9c/1?pq-origsite=gscholar&cbl=2035897,"2053-1583 2053-1583",FALSE,FALSE,6.861
2022JUL1014704nq2022208NQ44244,"Neutrosophic Approach of Segmentation on Thermal Images - Case Study: Drowsy Driving Application",JUL,2021,JUN,2022,"Sofia Jennifer J","Sree Sharmila T",NULL,NULL,NULL,NULL,NULL,article,Journal,NeuroQuantologyÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€š&nbsp;,"Anka Publishers",2022,5,20,2217,Scopus,Q4,237,10.14704/nq.2022.20.8.NQ44244,NULL,https://www.proquest.com/openview/3c6cb976311ef4cabe11d4cf24c4e887/1?pq-origsite=gscholar&cbl=2035897,13035150,FALSE,FALSE,NULL
2022JUL101504ijbet202210047886,"A hybrid approach for analysis of brain lateralisation in autistic children using graph theory techniques and deep belief networks",JUL,2022,JUN,2023,"Kavitha Anandan","Hualou Liang","Vidhusha S","N. Udayakumar",No,None,None,article,Journal,"International Journal of Biomedical Engineering and Technology","Inderscience Enterprises Ltd",2022,None,39,40,Scopus,Q4,2,10.1504/ijbet.2022.10047886,NULL,http://dx.doi.org/10.1504/ijbet.2022.10047886,"1752-6418 1752-6426",FALSE,FALSE,1.1
2022JUL1024425aoa2022141655,"An Efficient Edge Preserving Interpolation Method for Underwater Acoustic Image Resolution Enhancement",JUL,2021,JUN,2022,"R. Priyadharsini","T. Sree Sharmila",NULL,NULL,NULL,NULL,NULL,article,Journal,"ARCHIVES OF ACOUSTICS","POLSKA AKAD NAUK, POLISH ACAD SCIENCES, INST FUNDAMENTAL TECH RES PAS",2022,6,0,NULL,"Scopus, Web of Sciences",Q3,0,10.24425/aoa.2022.141655,NULL,http://dx.doi.org/10.24425/aoa.2022.141655,"0137-5075 2300-262X",FALSE,FALSE,NULL
2022JUL1032604csse2023024441,"Design of Hierarchical Classifier to Improve Speech Emotion Recognition",JUL,2021,JUN,2022,"P. Vasuki","Aravindan C",NULL,NULL,NULL,NULL,NULL,article,Journal,"Computer Systems Science and Engineering","Tech Science Press",2022,6,44,19-33,Scopus,Q3,2,10.32604/csse.2023.024441,NULL,http://dx.doi.org/10.32604/csse.2023.024441,0267-6192,FALSE,FALSE,NULL
2022JUL1032604csse2023025195,"Histogram Matched Chest X-Rays Based Tuberculosis Detection Using CNN",JUL,2021,JUN,2022,"Joe Louis Paul Ignatius","Sasirekha Selvakumar","Kavin Gabriel Joe Louis Paul","Aadhithya B. Kailash, S. Keertivaas, S. A. J. Akarvin Raja Prajan",NULL,NULL,NULL,article,Journal,"Computer Systems Science and Engineering","Tech Science Press",2022,6,44,81-97,Scopus,Q3,7,10.32604/csse.2023.025195,NULL,http://dx.doi.org/10.32604/csse.2023.025195,0267-6192,FALSE,FALSE,NULL
2022JUL1032604csse2023026527,"Diabetic Retinopathy Diagnosis Using Interval Neutrosophic Segmentation with Deep Learning Model",JUL,2023,JUN,2024,"V. Thanikachalam","M. G. Kavitha","V. Sivamurugan",NULL,NULL,NULL,NULL,article,Journal,"Computer Systems Science and Engineering","Tech Science Press",2023,12,44,2129-2145,Scopus,Q3,2,10.32604/csse.2023.026527,NULL,http://dx.doi.org/10.32604/csse.2023.026527,0267-6192,FALSE,FALSE,2.2
2022JUL1032604csse2023028136,"Efficient Authentication System Using Wavelet Embeddings of Otoacoustic Emission Signals",JUL,2022,JUN,2023,"V. Harshini","T. Dhanwin","A. Shahina","N. Safiyyah, A. Nayeemulla Khan",NULL,NULL,NULL,article,Journal,"Computer Systems Science and Engineering","Tech Science Press",2022,11,45,1851-1867,Scopus,Q3,1,10.32604/csse.2023.028136,NULL,http://dx.doi.org/10.32604/csse.2023.028136,0267-6192,FALSE,FALSE,2.2
2022JUL1032604iasc2022024173,"Enhanced Distributed Storage System Using Lower Triangular Matrix-Luby Transform Codes",JUL,2022,JUN,2023,"Joe Louis Paul Ignatius","Sasirekha Selvakumar",NULL,NULL,NULL,NULL,NULL,article,Journal,"Intelligent Automation and Soft Computing","Tech Science Press",2022,NULL,33,1941-1959,"Scopus, Web of Sciences",Q3,0,10.32604/iasc.2022.024173,NULL,http://dx.doi.org/10.32604/iasc.2022.024173,1079-8587,FALSE,FALSE,2
2022JUL1032604iasc2023034381,"Federated Blockchain Model for Cyber Intrusion Analysis in Smart Grid Networks",JUL,2022,JUN,2023,"N. Sundareswaran","S. Sasirekha",NULL,NULL,No,NULL,NULL,article,Journal,"Intelligent Automation and Soft Computing","Tech Science Press",2023,NULL,36,2129-2143,"Scopus, Web of Sciences",Q3,0,10.32604/iasc.2023.034381,NULL,http://dx.doi.org/10.32604/iasc.2023.034381,1079-8587,FALSE,FALSE,2
2022JUL1033436v32i4y202208,"Blockchain based system for transfer of funds through an e-Governance application",JUL,2022,JUN,2023,"Jansi Rani SELLA VELUSWAMI","Yamini LAKSHMI NARSIMHAN","Shivaani KRISHNAKUMAR","Radha NATARAJAN",NULL,NULL,NULL,article,Journal,"Romanian Journal of Information Technology & Automatic Control","ICI Bucharest",2022,10,32,93-102,NULL,NULL,1,10.33436/v32i4y202208,NULL,http://dx.doi.org/10.33436/v32i4y202208,"1220-1758 1841-4303",FALSE,FALSE,NULL
2022JUL103837tiis202212005,"RDNN: Rumor Detection Neural Network for Veracity Analysis in Social Media Text",JUL,2022,JUN,2023,"SuthanthiraDevi P","Karthika S",NULL,NULL,NULL,NULL,NULL,article,Journal,"KSII TRANSACTIONS ON INTERNET AND INFORMATION SYSTEMS","KSII-KOR SOC INTERNET INFORMATION",2022,12,16,NULL,"Scopus, Web of Sciences",Q3,1,10.3837/tiis.2022.12.005,NULL,http://dx.doi.org/10.3837/tiis.2022.12.005,1976-7277,FALSE,FALSE,0.972
2022JUL104018IJeC30403,"A Hybrid PSO-ACO Algorithm to Facilitate Software Project Scheduling",JUL,2021,JUN,2022,"Praveen Joe I. R.","Malathy E. M.","Aishwarya S.","Akila R., Akshaya A",NULL,NULL,NULL,article,Journal,"International Journal of e-Collaboration","IGI Publishing",2022,3,18,01-Dec,Scopus,Q4,4,10.4018/IJeC.30403,NULL,https://www.igi-global.com/article/a-hybrid-pso-aco-algorithm-to-facilitate-software-project-scheduling/304039,15483681,FALSE,FALSE,NULL
2022JUL1047750pnr20221304006,"Alzheimer's Dementia: Diagnosis and Prognosis using Neuro-Imaging Analysis",JUL,2022,JUN,2023,"Sountharrajan S","Karthiga M","Suganya E",Rajan,NULL,NULL,NULL,article,Journal,"Journal of Pharmaceutical Negative Results","Medknow Publications and Media Pvt. Ltd",2022,10,13,Jan-18,NULL,NULL,3,10.47750/pnr.2022.13.04.006,NULL,http://dx.doi.org/10.47750/pnr.2022.13.04.006,NULL,FALSE,FALSE,NULL
2022JUL1047750pnr20221304009,"Identification and Diagnosis of Breast Cancer using a Composite Machine Learning Techniques",JUL,2022,JUN,2023,"Prabu Kanna","Abinash M J","Suganya E S","Sountharrajan S, Bhuvaneswari R, K Geetha",NULL,NULL,NULL,article,Journal,"Journal of Pharmaceutical Negative Results","Medknow Publications and Media Pvt. Ltd",2022,10,13,NULL,NULL,NULL,7,10.47750/pnr.2022.13.04.009,NULL,http://dx.doi.org/10.47750/pnr.2022.13.04.009,NULL,FALSE,FALSE,NULL
2022JUL1048047intjecseV14I8401,"Cow Disease (LSD) Classification System for predicting different Severity levels.",JUL,2022,JUN,2023,V.Sivamurugan,"K.R. Uthayan","V. Thanikachalam",NULL,No,NULL,NULL,article,Journal,"International Journal of Early Childhood Special Education","Anadolu University, Faculty of Education",2022,10,14,2860-2873,Scopus,Q1,0,10.48047/intjecse/V14I8.401,NULL,https://www.int-jecse.net/media/article_pdfs/LSD_JOURNAL_PAPER_1.pdf,1308-5581,FALSE,FALSE,5.71
2022JUL105755j01itc51129467,"Data Analytics and Reporting API - A Reliable Tool for Data Visualization and Predictive Analysis",JUL,2021,JUN,2022,"Joe Louis Paul Ignatius","Sasirekha Selvakumar","Spandana JSN","Subasri Govindarajan",NULL,NULL,NULL,article,Journal,"INFORMATION TECHNOLOGY AND CONTROL","KAUNAS UNIV TECHNOLOGY",2022,3,51,59-77,"Scopus, Web of Sciences",Q2,2,10.5755/j01.itc.51.1.29467,NULL,http://dx.doi.org/10.5755/j01.itc.51.1.29467,"2335-884X 1392-124X",FALSE,FALSE,2.4
2022JUL105755j01itc52131520,"A Neutrosophic Set Approach on Chest X-rays for Automatic Lung Infection Detection",JUL,2022,JUN,2023,"J. Sofia Jennifer","T. Sree Sharmila",NULL,NULL,NULL,NULL,NULL,article,Journal,"INFORMATION TECHNOLOGY AND CONTROL","KAUNAS UNIV TECHNOLOGY",2023,3,52,37-52,"Scopus, Web of Sciences",Q2,10,10.5755/j01.itc.52.1.31520,NULL,http://dx.doi.org/10.5755/j01.itc.52.1.31520,"2335-884X 1392-124X",FALSE,FALSE,1.1
2022JUL109734bpirhllev619261d,"Hierarchical Text Summarization Using Semantic Similarity",JUL,2022,JUN,2023,"S. Divya","N. Sripriya",NULL,NULL,NULL,NULL,NULL,inbook,"Book Chapter","Research Highlights in Language, Literature and Education Vol. 6","B P International (a part of SCIENCEDOMAIN International)",2023,6,6,01-Dec,NULL,NULL,0,10.9734/bpi/rhlle/v6/19261d,NULL,http://dx.doi.org/10.9734/bpi/rhlle/v6/19261d,NULL,FALSE,FALSE,NULL
2022JULAOiBVop,"A Transformer Approach for Multi-Document Summarization using TR-BERT",JUL,2022,JUN,2023,"Divya S","Sripriya N","Mohanavalli S","Mirunalini P",No,NULL,NULL,article,Journal,"Indian Journal of Natural Sciences",NULL,2023,6,0,NULL,"Web of Sciences",NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2022JULaymjDbu,"Towards Privacy for Android applications",JUL,2022,JUN,2023,"S. Chithra","P Vasuki","T Shanmugapriya",Akash,No,NULL,NULL,inproceedings,Conference,"2022 International Conference on Futuristic Technologies (INCOFT)",NULL,2022,11,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2022JULDyoagoa,"Enhancing User Experience through Containerized microservices",JUL,2022,JUN,2023,K.R.Uthayan,NULL,NULL,NULL,No,NULL,NULL,inproceedings,Conference,"Proceedings of international conference on recent trends in Multidisciplinary research and practices",NULL,2023,3,0,NULL,NULL,NULL,0,None,NULL,NULL,NULL,False,False,NULL
2022JULeQrKvwA,"Curtail depression on Twitter by promoting transformative information during infodemic",JUL,2022,JUN,2023,Karthika,"P. Suthantira Devi",NULL,NULL,No,NULL,NULL,inproceedings,Conference,"International conference on recent trends in ML and image processing",NULL,2022,11,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2022JULGeXRMHo,"Gradient Boost-Modified Classifier with Particle Swarm Optimization and Stochastic Diffusion Search Method for Data Optimization in Wireless Sensor Networks",JUL,2022,JUN,2023,"E Suganya",NULL,NULL,NULL,No,NULL,NULL,article,Journal,"Ad-Hoc and Sensor Wireless Networks",NULL,2022,7,54,NULL,"Scopus, Web of Sciences",Q3,0,10.32908/ahswn.v54.9811,NULL,https://openurl.ebsco.com/EPDB%3Agcd%3A1%3A18026497/detailv2?sid=ebsco%3Aplink%3Ascholar&id=ebsco%3Agcd%3A162448295&crl=f,1551-9899,FALSE,FALSE,NULL
2022JULGMIjziP,"Privacy Protected IoT-Blockchain using ZKP for Healthcare application",JUL,2022,JUN,2023,"Yugha R","S. Chithra","N. Bhalaji","S. Karthika",No,NULL,NULL,article,Journal,"Journal of Control Engineering and Applied Informatics","Romanian Society of Control Engineering and Technical Informatics coordination",2022,12,0,NULL,"Scopus, Web of Sciences",Q3,1,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2022JULiBVYkGt,"Determining the Severity of Dementia Using Ensemble Learning",JUL,2022,JUN,2023,"Shruti Srivatsan","Sumneet Kaur Bamrah","KS Gayathri",None,No,None,None,inbook,"Book Chapter","Lecture Notes in Computer Science (LNCS)",Springer,2023,2,13773,None,Scopus,None,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2022JULICywPUc,"Ensemble Learning Solution for the Aspect-based Sentimental Analysis on IMDB reviews",JUL,2022,JUN,2023,E.Suganya,Sai,"Kakavakam Jaswanth","S. Sreenivasa Chakravarthi, S. Sountharrajan, and E. Suganya",No,NULL,NULL,inproceedings,Conference,"2023 International Conference on Wireless 	Communications Signal Processing and Networking (WiSPNET)",IEEE,2023,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2022JULieMvjeM,"Automated Detection and Segmentation of Mammogram Images using Deep Learning Techniques",JUL,2022,JUN,2023,"Dhivya S.","Mohanavalli S.","Kavitha S ","Sripriya N",No,NULL,NULL,article,Journal,"Indian Journal of Natural Sciences",NULL,2023,6,0,NULL,"Web of Sciences",NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2022JULjrmfmKS,"Opinion Classification on Code-mixed Tamil Language",JUL,2022,JUN,2023,"S. Divya","N. Sripriya","Daphne Evangelin","G. Sai Sindhoora",No,NULL,NULL,inproceedings,Conference,"International Conference on Speech and Language Technologies for Low-resource Languages SPELLL 2022",NULL,2023,5,1802,155-168,NULL,NULL,0,NULL,NULL,NULL,NULL,False,False,NULL
2022JULlpCokKt,"Comparison of State-of-Art Deep Learning Algorithms for Detecting Cyberbullying in Twitter in the Second Algorithms",JUL,2022,JUN,2023,"Janice Marian Jockim","Meghana K","S. Karthika",NULL,No,NULL,NULL,inproceedings,Conference,"Computing and Mathematics (ACM) Conference, 2022",NULL,2022,8,0,NULL,NULL,NULL,0,None,NULL,NULL,NULL,False,False,NULL
2022JULMszKtVY,"An Enhanced and Efficient Permission Manager for Android Automotives",JUL,2022,JUN,2023,V.Sivamurugan,"K.R. Uthayan",NULL,NULL,No,NULL,NULL,article,Journal,"International Journal of Early Childhood Special Education","Anadolu University, Faculty of Education",2022,8,14,NULL,Scopus,NULL,0,NULL,NULL,https://www.int-jecse.net/media/article_pdfs/JOURNAL_PAPER_1.pdf,NULL,FALSE,FALSE,5.71
2022JULOIiFRFf,"Identification and Classification of Eye Movements in Bharatanatyam using Deep Learning techniques",JUL,2022,JUN,2023,"Pavithra Manikandan","A Vijayaraghavan","S. Karthika","R. Srinivasan",No,None,None,inproceedings,Conference,"International Conference on Computer Science, Cyber Security and Information Technology",None,2023,4,0,None,Scopus,None,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2022JULOJQtCuh,"Development of Multi-Face Recognition System with Partial Faces using Deep Neural Networks",JUL,2022,JUN,2023,"Pooja laxmi S","Charulatha S","Varsha K","Duvicksha U, Sree Sharmila T, Swathi A, Nandana S",No,NULL,NULL,inproceedings,Conference,"International Conference on Computing, Circuits, Energy And Materials (ICCCEM 2022)",NULL,2022,12,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2022JULqVuYUCy,"Backtracking Algorithm with Optical Character Recognition for Solving Sudoku Puzzles",JUL,2022,JUN,2023,"Pranav G","Varsha K","Safin Abdul Nazar","Vishnu Prakash Prasannan, Sree Sharmila T",No,NULL,NULL,inproceedings,Conference,"International Conference on Computing, Circuits, Energy And Materials (ICCCEM 2022)",NULL,2022,12,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2022JULULvkSFd,"Analysis of Online Health-related Private Data using Named Entities by Deep Correlation Techniques",JUL,2022,JUN,2023,"Geetha R","Rekha Pasupuleti","Karthika S",NULL,No,NULL,NULL,inproceedings,Conference,"International Conference on Advances in Data-driven Computing and Intelligent Systems (ADCIS 2022)",NULL,2022,9,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2022JULURXfdrX,"A neutrosophic approach for glaucoma detection in retinal Images",JUL,2022,JUN,2023,"J. Sofia Jennifer","T. Sree Sharmila",NULL,NULL,No,NULL,NULL,article,Journal,"Proceedings of The Romanian Academy, Series A","Publishing House of Romanian Academy",2022,12,23,NULL,"Scopus, Web of Sciences",Q3,1,NULL,NULL,https://acad.ro/sectii2002/proceedings/doc2022-4/proc_pag2022_n04.htm,NULL,FALSE,FALSE,0.734
2022JULvdhJoUC,"Emotion based song suggestion system",JUL,2022,JUN,2023,"N. Radha","R. Swathika","Shreya PS",NULL,No,NULL,NULL,inproceedings,Conference,"third International Conference on Artificial Intelligence and signal 	processing (AISP-23)",NULL,2023,3,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2022JULWhrmYAq,"Automatic Evaluation of Answer Scripts",JUL,2022,JUN,2023,"P. Vasuki","Jaganathan S","Aravind S",NULL,No,NULL,NULL,inproceedings,Conference,"International Conference on Automation, Signal Processing, Instrumentation and Control (iCASIC-2022)",NULL,2022,11,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2022JULXCANhtg,"Study of Defect Detection with less training samples",JUL,2022,JUN,2023,"Gadamsetty Pranav","T Sonam","Sree Sharmila T",NULL,No,NULL,NULL,inproceedings,Conference,"international conference on Smart Technologies and Systems for Next Generation Computing (ICSTSN 2023)",NULL,2023,4,0,NULL,Scopus,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2022JULxdozcxo,"Malware analysis using Deep learning Methods",JUL,2022,JUN,2023,N.Bhalaji,"K.B. Sundharakumar",Prithvikiran,NULL,No,NULL,NULL,inproceedings,Conference,"4th international conference on Mobile Computing and Sustainable Informatics",NULL,2023,1,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2023JUL1010029781119910619ch6,"Security and Confidentiality Concerns in Blockchain Technology",JUL,2023,JUN,2024,"G. Prabu Kanna","M.J. Abinash","Yogesh Kumar","Jagadeesh Kumar, E. Suganya",No,NULL,NULL,inproceedings,Conference,"Wireless Communication for Cybersecurity",Wiley,2023,10,0,129-147,NULL,NULL,0,10.1002/9781119910619.ch6,NULL,http://dx.doi.org/10.1002/9781119910619.ch6,NULL,FALSE,FALSE,NULL
2023JUL101002cpe7769,"Hybrid intelligent intrusion detection system for multiple Wi-Fi attacks in wireless networks using stacked restricted Boltzmann machine and deep belief networks",JUL,2022,JUN,2023,"Nivaashini Mathappan","Suganya Elavarasan","Sountharrajan Sehar",NULL,NULL,NULL,NULL,article,Journal,"CONCURRENCY AND COMPUTATION-PRACTICE &amp; EXPERIENCE",WILEY,2023,5,35,NULL,"Scopus, Web of Sciences",Q2,1,10.1002/cpe.7769,NULL,http://dx.doi.org/10.1002/cpe.7769,"1532-0626 1532-0634",FALSE,FALSE,NULL
2023JUL101002dac5664,"Multi-objective cluster head-based energy aware routing using optimized auto-metric graph neural network for secured data aggregation in Wireless Sensor Network",JUL,2023,JUN,2024,"Ashwinth Janarthanan","Vidhusha S",None,None,No,None,None,article,Journal,"International Journal of Communication Systems",Wiley,2023,11,37,None,"Web of Sciences",Q2,4,10.1002/dac.5664,NULL,http://dx.doi.org/10.1002/dac.5664,"1074-5351 1099-1131",FALSE,FALSE,2.1
2023JUL101002dac5675,"Cycle-Consistent Generative Adversarial Network and Crypto Hash Signature Token-based Block chain Technology for Data Aggregation with Secured Routing in Wireless Sensor Networks",JUL,2023,JUN,2024,"Ashwinth Janarthanan","Vidhusha Vidhusha",NULL,NULL,No,NULL,NULL,article,Journal,"International Journal of Communication Systems",Wiley,2023,11,37,5675,"Web of Sciences",Q2,1,10.1002/dac.5675,NULL,http://dx.doi.org/10.1002/dac.5675,"1074-5351 1099-1131",FALSE,FALSE,2.1
2023JUL101007978981999707729,"Vulnerability Analysis of Critical Resources Using Machine Learning",JUL,2023,JUN,2024,"Subbaraj Karthika",NULL,NULL,NULL,No,NULL,NULL,inbook,"Book Chapter","Proceedings of Fifth International Conference on Computer and Communication Technologies","Springer Nature Singapore",2024,3,0,307-319,NULL,NULL,0,10.1007/978-981-99-9707-7_29,NULL,http://dx.doi.org/10.1007/978-981-99-9707-7_29,"2367-3370 2367-3389",FALSE,FALSE,NULL
2023JUL101007s11042023179301,"An efficient Moving object, Encryption, Compression and Interpolation technique for video steganography",JUL,2023,JUN,2024,"R. Roselinkiruba","T. Sree Sharmila","J. K. Josephine Julina",NULL,No,NULL,NULL,article,Journal,"Multimedia Tools and Applications","Springer Science and Business Media LLC",2024,1,0,NULL,"Scopus, Web of Sciences",Q1,1,10.1007/s11042-023-17930-1,NULL,http://dx.doi.org/10.1007/s11042-023-17930-1,1573-7721,FALSE,FALSE,3.6
2023JUL101007s11063023114003,"Cascaded UNets with Modified Skip Connection for Breast Tumor Segmentation",JUL,2023,JUN,2024,"S. Dhivya","S. Mohanavalli","K. B. Sundharakumar","I. Thamarai",NULL,NULL,NULL,article,Journal,"NEURAL PROCESSING LETTERS",SPRINGER,2023,9,55,11863-11883,"Scopus, Web of Sciences",Q2,0,10.1007/s11063-023-11400-3,NULL,http://dx.doi.org/10.1007/s11063-023-11400-3,"1370-4621 1573-773X",FALSE,FALSE,3.1
2023JUL101007s1146802301914w,"A Miniaturized Penta-band Metamaterial THz Absorber for Sensing and Imaging Applications",JUL,2023,JUN,2024,"Swathika Rengasamy","Radha Natarajan","Vishvaksenan Kuttathati S",None,No,None,None,article,Journal,Plasmonics,"Springer Science and Business Media LLC",2023,6,18,1933-1940,"Scopus, Web of Sciences",Q3,1,10.1007/s11468-023-01914-w,NULL,http://dx.doi.org/10.1007/s11468-023-01914-w,"1557-1955 1557-1963",FALSE,FALSE,3
2023JUL101016jegyr202308005,"AI-enabled metaheuristic optimization for predictive management of renewable energy production in smart grids",JUL,2023,JUN,2024,"S Sankarananth","M Karthiga","E Suganya","S Sountharrajan, Durga Prasad Bavirisetti",No,NULL,NULL,article,Journal,"ENERGY REPORTS",ELSEVIER,2023,11,10,1299-1312,"Scopus, Web of Sciences",Q2,17,10.1016/j.egyr.2023.08.005,NULL,http://dx.doi.org/10.1016/j.egyr.2023.08.005,2352-4847,FALSE,FALSE,5.2
2023JUL101016jenergy2023129992,"Categorization of Indian residential consumers electrical energy consumption pattern using clustering and classification techniques",JUL,2023,JUN,2024,"Somasundaram Palaniappan","Sundararaju Karuppannan","Durgadevi Velusamy",NULL,NULL,NULL,NULL,article,Journal,ENERGY,"PERGAMON-ELSEVIER SCIENCE LTD",2023,12,289,129992,"Scopus, Web of Sciences",Q1,1,10.1016/j.energy.2023.129992,NULL,http://dx.doi.org/10.1016/j.energy.2023.129992,0360-5442,FALSE,FALSE,9
2023JUL101016jmicrorel2023114930,"Single event performance of FED based SRAMs using numerical simulation",JUL,2022,JUN,2023,"Sasikala PanneerSelvam","Susanta Kumar Pal","Premanand Venkatesh Chandramani","Srinivasan Raj",NULL,NULL,NULL,article,Journal,"MICROELECTRONICS RELIABILITY","PERGAMON-ELSEVIER SCIENCE LTD",2023,3,142,114930,"Scopus, Web of Sciences",Q2,2,10.1016/j.microrel.2023.114930,NULL,http://dx.doi.org/10.1016/j.microrel.2023.114930,0026-2714,FALSE,FALSE,NULL
2023JUL101016jprocs202403221,"Deep Learning based Pulmonary Embolism Detection using Convolutional Feature Maps of CT Pulmonary Angiography Images",JUL,2023,JUN,2024,"Sanjana Sukumar","A. Harish","A. Shahina","Sanjana B, A. Nayeemulla Khan",No,NULL,NULL,article,Journal,"Procedia Computer Science","Elsevier BV",2024,11,233,317-326,"Scopus, Web of Sciences",NULL,0,10.1016/j.procs.2024.03.221,NULL,http://dx.doi.org/10.1016/j.procs.2024.03.221,1877-0509,FALSE,FALSE,NULL
2023JUL1010800377206320232234854,"Event-Based Epileptic Seizure Detection with Stacked Convolutional Restricted Boltzmann Machine",JUL,2023,JUN,2024,"Visalini K.","Saravanan Alagarsamy","Nagarajan D.",NULL,NULL,NULL,NULL,article,Journal,"IETE JOURNAL OF RESEARCH","TAYLOR & FRANCIS LTD",2023,7,0,01-Oct,"Scopus, Web of Sciences",Q2,0,10.1080/03772063.2023.2234854,NULL,http://dx.doi.org/10.1080/03772063.2023.2234854,"0377-2063 0974-780X",FALSE,FALSE,1.5
2023JUL1010800739110220242314269,"A novel deep learning model for diabetic retinopathy detection in retinal fundus images using pre-trained CNN and HWBLSTM",JUL,2023,JUN,2024,"S. V. Hemanth","Saravanan Alagarsamy","T. Dhiliphan Rajkumar",NULL,No,NULL,NULL,article,Journal,"Journal of Biomolecular Structure and Dynamics","TAYLOR & FRANCIS LTD",2024,2,0,Jan-19,"Scopus, Web of Sciences",Q2,0,10.1080/07391102.2024.2314269,NULL,http://dx.doi.org/10.1080/07391102.2024.2314269,"0739-1102 1538-0254",FALSE,FALSE,4.4
2023JUL101109icwite59797202410502522,"Enhancing Cartoonification using GAN Learning",JUL,2023,JUN,2024,"Sreenivasa Chakravarthi Sangapu","S. V. S. Manogna","S. Sountharrajan","E. Suganya",No,NULL,NULL,inbook,"Book Chapter","2024 IEEE International Conference for Women in Innovation, Technology &amp;amp;amp; Entrepreneurship (ICWITE)",IEEE,2024,2,0,NULL,NULL,NULL,0,10.1109/icwite59797.2024.10502522,NULL,http://dx.doi.org/10.1109/icwite59797.2024.10502522,NULL,FALSE,FALSE,NULL
2023JUL1011111460698412973,"Cognitive decline assessment using semantic linguistic content and transformer deep learning architecture",JUL,2023,JUN,2024,"Rini PL","Gayathri KS",NULL,NULL,NULL,NULL,NULL,article,Journal,"INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS",WILEY,2023,11,0,NULL,"Scopus, Web of Sciences",Q1,1,10.1111/1460-6984.12973,NULL,http://dx.doi.org/10.1111/1460-6984.12973,"1368-2822 1460-6984",FALSE,FALSE,2.4
