Rank,Title,Best Quartile,Publisher,Core Collection
16416,Territorios,Q4,Univ Rosario,Emerging Sources Citation Index
16417,Clinical and Experimental Obstetrics and Gynecology,Q4,,
16418,Al-'Arabiyya,Q2,,
16419,Al-Shajarah,Q2,Int Islamic Univ Malaysia,Arts & Humanities Citation Index
16420,Applied Theatre Research,Q2,Intellect Ltd,Emerging Sources Citation Index
16421,Asian Review of World Histories,Q2,Brill,Emerging Sources Citation Index
16422,Cambridge Quarterly,Q2,Oxford Univ Press,Arts & Humanities Citation Index
16423,Comparative Literature Studies,Q2,Penn State Univ Press,Arts & Humanities Citation Index
16424,English Historical Review,Q2,Oxford Univ Press,Social Sciences Citation Index | Arts & Humanities Citation Index
16425,Iran and the Caucasus,Q2,Brill,Arts & Humanities Citation Index
16426,Journal of Early Modern History,Q2,Brill,Social Sciences Citation Index | Arts & Humanities Citation Index
16427,Journal of Film and Video,Q2,Univ Illinois Press,Arts & Humanities Citation Index
16428,Journal of Jesuit Studies,Q2,Brill,Emerging Sources Citation Index
16429,Journal of Popular Music Studies,Q2,Univ California Press,Arts & Humanities Citation Index
16430,Louvain Studies,Q2,Peeters,Emerging Sources Citation Index
16431,Revista de Historiografia,Q2,Univ Carlos Iii Madrid,Emerging Sources Citation Index
16432,RUDN Journal of Russian History,Q2,Peoples Friendship Univ Russia,Emerging Sources Citation Index
16433,Daimon,Q3,,
16434,Journal of Nietzsche Studies,Q3,Penn State Univ Press,Arts & Humanities Citation Index
16435,Osiris,Q3,Univ Chicago Press,Science Citation Index Expanded | Social Sciences Citation Index | Arts & Humanities Citation Index
16436,Representations,Q3,Univ California Press,Social Sciences Citation Index | Arts & Humanities Citation Index
16437,University of Toronto Quarterly,Q3,Univ Toronto Press Inc,Arts & Humanities Citation Index
16438,Israel Law Review,Q3,Cambridge Univ Press,Emerging Sources Citation Index
16439,Revista de Derecho Comunitario Europeo,Q3,Centro Estudios Politicos Constitucionales,Emerging Sources Citation Index
16440,Zeitschrift fur Germanistische Linguistik,Q3,Walter De Gruyter Gmbh,Arts & Humanities Citation Index
16441,Advances in Gerontology,Q4,Pleiades Publishing Inc,Emerging Sources Citation Index
16442,International Journal of Nanotechnology,Q4,Inderscience Enterprises Ltd,Science Citation Index Expanded
16443,Journal of Measurement and Evaluation in Education and Psychology,Q4,,
16444,Periodicum Biologorum,Q4,Periodicum Biologorum,Science Citation Index Expanded
16445,Coloproctology,Q4,Springer,Emerging Sources Citation Index
16446,Current Women's Health Reviews,Q4,,
16447,Indian Journal of Transplantation,Q4,Wolters Kluwer Medknow Publications,Emerging Sources Citation Index
16448,Archivio Storico Italiano,Q2,Casa Editrice Leo S Olschki,Arts & Humanities Citation Index
16449,Biblische Zeitschrift,Q2,Brill,Arts & Humanities Citation Index
16450,Criticism,Q2,,
16451,Ecclesiology,Q2,Brill,Emerging Sources Citation Index
16452,Esprit Createur,Q2,Johns Hopkins Univ Press,Arts & Humanities Citation Index
16453,History of Photography,Q2,Taylor & Francis Ltd,Arts & Humanities Citation Index
16454,Ilha do Desterro,Q2,,
16455,International Bulletin of Mission Research,Q2,Sage Publications Inc,Emerging Sources Citation Index
16456,Journal of Band Research,Q2,Troy State Univ Press,Arts & Humanities Citation Index
16457,Journal of Canadian Studies,Q2,,
16458,Journal of Modern Literature,Q2,Indiana Univ Press,Arts & Humanities Citation Index
16459,Lion and the Unicorn,Q2,Johns Hopkins Univ Press,Arts & Humanities Citation Index
16460,MFS - Modern Fiction Studies,Q2,,
16461,Osmanli Arastirmalari - Journal of Ottoman Studies,Q2,,
16462,Revista de Historia Industrial,Q2,Univ Barcelona,Social Sciences Citation Index | Arts & Humanities Citation Index
16463,Third Text,Q2,Routledge Journals,Arts & Humanities Citation Index
16464,Victorian Periodicals Review,Q2,Johns Hopkins Univ Press,Arts & Humanities Citation Index
16465,Journal of Medieval and Early Modern Studies,Q3,Duke Univ Press,Arts & Humanities Citation Index
16466,Revue de synthese / Centre international de synthese,Q3,,
16467,Derecho PUCP,Q3,Pontificia Univ Catolica Peru,Emerging Sources Citation Index
16468,University of Toronto Law Journal,Q3,Univ Toronto Press Inc,Social Sciences Citation Index
16469,Zeitschrift fur Ethnologie,Q3,,
16470,Operations Research and Decisions,Q4,Wroclaw Univ Science & Technology,Emerging Sources Citation Index
16471,"Journal of Orthopaedics, Trauma and Rehabilitation",Q4,,
16472,Journal of Fiber Science and Technology,Q4,Soc Fiber Science Technology,Science Citation Index Expanded
16473,Uchenye Zapiski Kazanskogo Universiteta. Seriya Estestvennye Nauki,Q4,,
16474,Organizatsionnaya Psikhologiya,Q4,,
16475,Eco.mont,Q4,,
16476,Proceedings of the ICE - Engineering History and Heritage,Q4,,
16477,Internasjonal Politikk,Q4,Norsk Utenrikspolitisk Inst,Social Sciences Citation Index
16478,Journal of Popular Television,Q4,Intellect Ltd,Emerging Sources Citation Index
16479,Indian Journal of Surgery,Q4,Springer India,Science Citation Index Expanded
16480,Insuficiencia Cardiaca,Q4,Revista Insuficiencia Cardiaca,Emerging Sources Citation Index
16481,Klinische Neurophysiologie,Q4,Georg Thieme Verlag Kg,Science Citation Index Expanded
16482,Operative Techniques in Orthopaedics,Q4,W B Saunders Co-Elsevier Inc,Emerging Sources Citation Index
16483,Pediatria i Medycyna Rodzinna,Q4,,
16484,Postepy Higieny i Medycyny Doswiadczalnej,Q4,Polish Acad Sciences,Science Citation Index Expanded
16485,Aisthesis (Italy),Q2,,
16486,Anclajes,Q2,Univ Nacional La Pampa,Emerging Sources Citation Index
16487,Cahiers des Etudes Anciennes,Q2,Univ Quebec Trois Rivieres,Emerging Sources Citation Index
16488,Implicit Religion,Q2,Equinox Publishing Ltd,Emerging Sources Citation Index
16489,Late Imperial China,Q2,Johns Hopkins Univ Press,Arts & Humanities Citation Index
16490,Novoe Literaturnoe Obozrenie,Q2,Novoe Literaturnoe Obozrenie-New Literary Observer,Arts & Humanities Citation Index
16491,Palaeobulgarica,Q2,,
16492,Quaderni Urbinati di Cultura Classica,Q2,Accademia Editoriale Pisa-Roma,Arts & Humanities Citation Index
16493,Studi Storici,Q2,Carocci Editore Spa,Arts & Humanities Citation Index
16494,Symposium - Quarterly Journal in Modern Literatures,Q2,,
16495,VLC Arquitectura,Q2,,
16496,Nuncius / Istituto e museo di storia della scienza,Q3,,
16497,Biolinguistics,Q3,Univ Cyprus,Emerging Sources Citation Index
16498,Journal of Interactional Research in Communication Disorders,Q3,Equinox Publishing Ltd,Emerging Sources Citation Index
16499,Manchester Journal of International Economic Law,Q3,Electronic Publ Ltd,Emerging Sources Citation Index
16500,Journal of the Dermatology Nurses' Association,Q4,,
16501,Hidrobiologica,Q4,Univ Autonoma Metropolitana-Iztapalapa,Science Citation Index Expanded
16502,Gorteria: Tijdschrift voor Onderzoek aan de Wilde Flora,Q4,,
16503,Acta Scientiarum - Health Sciences,Q4,,
16504,Espace-Populations-Societes,Q4,,
16505,Archivos de Cardiologia de Mexico,Q4,Inst Nacional Cardiologia Ignacio Chavez,Emerging Sources Citation Index
16506,Paediatrica Indonesiana,Q4,Indonesian Pediatric Soc Publishing House,Emerging Sources Citation Index
16507,Revista Latinoamericana de Hipertension,Q4,Soc Latinoamericana Hipertension,Emerging Sources Citation Index
16508,Turk Onkoloji Dergisi,Q4,,
16509,Al-Masaq: Islam and the Medieval Mediterranean,Q2,,
16510,Arenal,Q2,,
16511,Contemporary Literature,Q2,Univ Wisconsin Press,Arts & Humanities Citation Index
16512,Dance Research,Q2,Edinburgh Univ Press,Arts & Humanities Citation Index
16513,HiSTOReLo,Q2,,
16514,Historia Mexicana,Q2,Colegio De Mexico Centro De Estudios Historicos,Arts & Humanities Citation Index
16515,Historia Unisinos,Q2,Univ Do Vale Do Rio Dos Sinos,Arts & Humanities Citation Index
16516,International Journal of Islamic Architecture,Q2,Intellect Ltd,Arts & Humanities Citation Index
16517,Iranian Studies,Q2,Cambridge Univ Press,Social Sciences Citation Index | Arts & Humanities Citation Index
16518,Journal of Religion,Q2,Univ Chicago Press,Arts & Humanities Citation Index
16519,South Asian Studies,Q2,Routledge Journals,Emerging Sources Citation Index
16520,Library and Information History,Q3,,
16521,Neohelicon,Q3,Springer,Arts & Humanities Citation Index
16522,Metu Journal of the Faculty of Architecture,Q3,Middle East Technical Univ,Arts & Humanities Citation Index
16523,Jezikoslovlje,Q3,Josip Juraj Strossmayer Univ,Emerging Sources Citation Index
16524,QED,Q3,,
16525,Archives of Orofacial Sciences,Q4,,
16526,Nihon Enerugi Gakkaishi/Journal of the Japan Institute of Energy,Q4,,
16527,Zhurnal Vysshei Nervnoi Deyatelnosti Imeni I.P. Pavlova,Q4,,
16528,Hrvatske Vode,Q4,Hrvatske Vode,Emerging Sources Citation Index
16529,Mitteilungen der Osterreichischen Geographischen Gesellscaft,Q4,,
16530,Sibirskiy Psikhologicheskiy Zhurnal,Q4,,
16531,International Journal of Data Mining and Bioinformatics,Q4,Inderscience Enterprises Ltd,Science Citation Index Expanded
16532,Armenian Journal of Mathematics,Q4,Natl Acad Sciences Republic Armenia,Emerging Sources Citation Index
16533,BiD,Q4,,
16534,Journal of Korean Ophthalmological Society,Q4,,
16535,Journal of the Anatomical Society of India,Q4,Wolters Kluwer Medknow Publications,Science Citation Index Expanded
16536,Laeknabladid,Q4,Laeknafelag Islands-Icelandic Medical Assoc,Science Citation Index Expanded
16537,Boundary 2,Q2,,
16538,Cultural Critique,Q2,Univ Minnesota Press,Social Sciences Citation Index | Arts & Humanities Citation Index
16539,Dialog,Q2,,
16540,Film-Philosophy,Q2,Edinburgh Univ Press,Arts & Humanities Citation Index
16541,Journal of Feminist Studies in Religion,Q2,Indiana Univ Press,Arts & Humanities Citation Index
16542,Journal of Modern Jewish Studies,Q2,Routledge Journals,Emerging Sources Citation Index
16543,Journal of Qur'anic Studies,Q2,,
16544,Lias,Q2,,
16545,"Muslim World, The",Q2,,
16546,Oxford Journal of Law and Religion,Q2,Oxford Univ Press,Emerging Sources Citation Index
16547,Polis,Q2,Brill,Arts & Humanities Citation Index
16548,Rassegna Storica del Risorgimento,Q2,Ist Stor Risorgimento Ital,Arts & Humanities Citation Index
16549,Revista Musical Chilena,Q2,Univ Chile,Arts & Humanities Citation Index
16550,Twentieth-Century China,Q2,Johns Hopkins Univ Press,Emerging Sources Citation Index
16551,Endeavour,Q3,Pergamon-Elsevier Science Ltd,Science Citation Index Expanded
16552,Kant Yearbook,Q3,Walter De Gruyter Gmbh,Emerging Sources Citation Index
16553,Rhizomata,Q3,,
16554,Arab Studies Quarterly,Q3,Pluto Journals,Emerging Sources Citation Index
16555,Journal of Legal Education,Q3,Southwestern Law Sch,Social Sciences Citation Index
16556,Review of Law and Economics,Q3,,
16557,Tydskrif vir die Suid-Afrikaanse Reg,Q3,Juta & Co Ltd,Emerging Sources Citation Index
16558,Exploratory Animal and Medical Research,Q4,West Bengal Veterinary Assoc,Emerging Sources Citation Index
16559,Archivos Latinoamericanos de Nutricion,Q4,Archivos Latinoamericanos Nutricion,Science Citation Index Expanded
16560,Medecine Nucleaire,Q4,,
16561,Sprache Stimme Gehor,Q4,,
16562,Romanian Journal of Acoustics and Vibration,Q4,Romanian Soc Acoustics,Emerging Sources Citation Index
16563,Middle East Policy,Q4,Wiley,Social Sciences Citation Index
16564,Gefasschirurgie,Q4,Springer Heidelberg,Emerging Sources Citation Index
16565,Journal of Pediatric and Neonatal Individualized Medicine,Q4,Hygeia Press Corridori Marinella,Emerging Sources Citation Index
16566,Russian Open Medical Journal,Q4,Science & Innovation,Emerging Sources Citation Index
16567,Turk Dermatoloji Dergisi,Q4,,
16568,Conradiana,Q2,Texas Tech Univ Press,Arts & Humanities Citation Index
16569,"Espacio, Tiempo y Forma, Serie VII: Historia del Arte",Q2,,
16570,Iberoamericana. America Latina - Espana - Portugal,Q2,,
16571,Muziki,Q2,,
16572,Oxford Literary Review,Q2,Edinburgh Univ Press,Arts & Humanities Citation Index
16573,Performance Research,Q2,Taylor & Francis Ltd,Arts & Humanities Citation Index
16574,Quiroga,Q2,,
16575,Revista Complutense de Historia de America,Q2,Univ Complutense Madrid,Emerging Sources Citation Index
16576,Shakespeare,Q2,Routledge Journals,Arts & Humanities Citation Index
16577,Studies in Romanticism,Q2,Johns Hopkins Univ Press,Arts & Humanities Citation Index
16578,Theatre Survey,Q2,Cambridge Univ Press,Arts & Humanities Citation Index
16579,Zeitschrift des Deutschen Palastina-Vereins,Q2,Verlag Otto Harrassowitz,Arts & Humanities Citation Index
16580,Bulletin de la Societe Prehistorique Francaise,Q3,Societe Prehistorique Francaise,Emerging Sources Citation Index
16581,Caracteres,Q3,,
16582,Italian Journal of Planning Practice,Q3,Italian Journal Planning Practice,Emerging Sources Citation Index
16583,Northwestern Journal of International Law and Business,Q3,,
16584,Revue de Linguistique Romane,Q3,Soc Linguistique Romane,Arts & Humanities Citation Index
16585,Stellenbosch Papers in Linguistics Plus,Q3,,
16586,Caribbean Journal of Science,Q4,Univ Puerto Rico,Science Citation Index Expanded
16587,Issues in Science and Technology,Q4,Natl Acad Sciences,Science Citation Index Expanded | Social Sciences Citation Index
16588,International Nano Letters,Q4,Springer Int Publ Ag,Emerging Sources Citation Index
16589,Magnetic Resonance in Solids,Q4,Kazan Federal Univ,Emerging Sources Citation Index
16590,International Journal for Technology in Mathematics Education,Q4,Research Information Ltd,Emerging Sources Citation Index
16591,Advances in Marine Biology,Q4,,
16592,South Asian Journal of Cancer,Q4,Georg Thieme Verlag Kg,Emerging Sources Citation Index
16593,Virchows Archiv fur pathologische Anatomie und Physiologie und fur klinische Medizin,Q4,,
16594,Vitamins and Hormones,Q4,,
16595,Journal of Light and Visual Environment,Q4,,
16596,Canadian Journal of Latin American and Caribbean Studies,Q4,,
16597,London Journal,Q4,Routledge Journals,Social Sciences Citation Index | Arts & Humanities Citation Index
16598,ACG Case Reports Journal,Q4,Lippincott Williams & Wilkins,Emerging Sources Citation Index
16599,International Medical Journal Malaysia,Q4,,
16600,Practical Gastroenterology,Q4,Shugar Publishing Inc,Emerging Sources Citation Index
16601,Revista de Osteoporosis y Metabolismo Mineral,Q4,Soc Espanola Investigacion Osea & Metabolismo Mineral,Emerging Sources Citation Index
16602,Saudi Journal of Medicine and Medical Sciences,Q4,,
16603,Turk Noroloji Dergisi,Q4,,
16604,Urologia,Q4,,
16605,Configurations,Q2,Johns Hopkins Univ Press,Arts & Humanities Citation Index
16606,"Cuadernos de Musica, Artes Visuales y Artes Escenicas",Q2,,
16607,Dance Research Journal,Q2,Cambridge Univ Press,Arts & Humanities Citation Index
16608,English Literary Renaissance,Q2,Univ Chicago Press,Arts & Humanities Citation Index
16609,Gender and History,Q2,Wiley,Social Sciences Citation Index | Arts & Humanities Citation Index
16610,Horror Studies,Q2,Intellect Ltd,Emerging Sources Citation Index
16611,Journal of the Society of Architectural Historians,Q2,Soc Architectural Historians,Arts & Humanities Citation Index
16612,Mouseion,Q2,,
16613,Paedagogica Historica,Q2,Routledge Journals,Social Sciences Citation Index
16614,Russian History,Q2,,
16615,Studies in Australasian Cinema,Q2,Routledge Journals,Emerging Sources Citation Index
16616,TDR - The Drama Review - A Journal of Performance Studies,Q2,,
16617,Zeitschrift fur Literaturwissenschaft und Linguistik,Q2,,
16618,Journal of African Law,Q3,Cambridge Univ Press,Social Sciences Citation Index
16619,Revista Espanola de Nutricion Humana y Dietetica,Q4,Asoc Espanola Dietistas Nutricionistas,Emerging Sources Citation Index
16620,KGK Kautschuk Gummi Kunststoffe,Q4,,
16621,"Zeitschrift fur Psychiatrie, Psychologie und Psychotherapie",Q4,,
16622,Sylwan,Q4,Polskie Towarzystwo Lesne,Science Citation Index Expanded
16623,Progress in Biochemistry and Biophysics,Q4,Chinese Acad Sciences,Science Citation Index Expanded
16624,Plaridel,Q4,Univ Philippines Diliman,Emerging Sources Citation Index
16625,Arthroskopie,Q4,Springer,Emerging Sources Citation Index
16626,Cor et Vasa,Q4,Czech Soc Cardiology & Czech Soc Cardiovascular Surgery,Emerging Sources Citation Index
16627,Hong Kong Journal of Paediatrics,Q4,Medcom Ltd,Science Citation Index Expanded
16628,Southeast Asian Journal of Tropical Medicine and Public Health,Q4,Southeast Asian Ministers Educ Organization,Science Citation Index Expanded
16629,Antiguo Oriente,Q2,Univ Catolica Argentina,Emerging Sources Citation Index
16630,Ars Judaica,Q2,,
16631,Asiatic,Q2,,
16632,Canadian Journal of Film Studies,Q2,,
16633,Dead Sea Discoveries,Q2,Brill,Arts & Humanities Citation Index
16634,Early China,Q2,Cambridge Univ Press,Arts & Humanities Citation Index
16635,Historia 396,Q2,Pontificia Univ Catolica Valparaiso,Emerging Sources Citation Index
16636,International Journal of Military History and Historiography,Q2,Brill,Emerging Sources Citation Index
16637,Journal of Design History,Q2,Oxford Univ Press,Arts & Humanities Citation Index
16638,Journal of Ecumenical Studies,Q2,Journal Ecumenical Studies,Arts & Humanities Citation Index
16639,Journal of Jewish Thought and Philosophy,Q2,,
16640,Knjizevna Smotra,Q2,Filozofski Fakultet,Arts & Humanities Citation Index
16641,Mexican Studies/Estudios Mexicanos,Q2,,
16642,Mosaic,Q2,,
16643,Asian and African Studies,Q3,Slovak Acad Sciences,Emerging Sources Citation Index
16644,Cinta de Moebio,Q3,Univ Chile,Emerging Sources Citation Index
16645,Journal of Chinese Philosophy,Q3,Brill,Arts & Humanities Citation Index
16646,Perseitas,Q3,,
16647,Rivista di Filosofia del Diritto,Q3,,
16648,Estudios de Asia y Africa,Q3,Colegio De Mexico Centro De Estudios Historicos,Emerging Sources Citation Index
16649,Slovo a Slovesnost,Q3,Czech Lang Inst Czech Acad Sci,Social Sciences Citation Index | Arts & Humanities Citation Index
16650,Cahiers de Nutrition et de Dietetique,Q4,Masson Editeur,Emerging Sources Citation Index
16651,Ochrona Przed Korozja,Q4,Wydawnictwo Sigma-Not Sp Zoo,Emerging Sources Citation Index
16652,Actualites Pharmaceutiques,Q4,Elsevier Masson,Emerging Sources Citation Index
16653,Boletim Paranaense de Geosciencias,Q4,,
16654,Quaderni di Geofisica,Q4,Ist Nazionale Geofisica & Vulcanologia-Ingv,Emerging Sources Citation Index
16655,Romanian Astronomical Journal,Q4,Editura Acad Romane,Emerging Sources Citation Index
16656,Anuario Mexicano de Derecho Internacional,Q4,Unam,Emerging Sources Citation Index
16657,Statute Law Review,Q4,Oxford Univ Press,Emerging Sources Citation Index
16658,Archives des Maladies Professionnelles et de l'Environnement,Q4,,
16659,Haseki Tip Bulteni,Q4,,
16660,Onkologe,Q4,,
16661,Vojnosanitetski Pregled,Q4,Military Medical Acad-Ini,Science Citation Index Expanded
16662,Anglia,Q2,,
16663,Belleten,Q2,Turk Tarih Kurumu,Arts & Humanities Citation Index
16664,Costume,Q2,,
16665,Gerion,Q2,,
16666,Journal of Scottish Philosophy,Q2,Edinburgh Univ Press,Emerging Sources Citation Index
16667,Korean Studies,Q2,Univ Hawaii Press,Emerging Sources Citation Index
16668,LIT Literature Interpretation Theory,Q2,,
16669,Memoria y Civilizacion,Q2,,
16670,Studies in Russian and Soviet Cinema,Q2,Routledge Journals,Emerging Sources Citation Index
16671,Tocqueville Review,Q2,Univ Toronto Press Inc,Emerging Sources Citation Index
16672,"Vestnik Sankt-Peterburgskogo Universiteta, Iskusstvovedenie",Q2,,
16673,Wacana Seni,Q2,,
16674,Journal of American Studies,Q3,Cambridge Univ Press,Arts & Humanities Citation Index
16675,Open Insight,Q3,Centro Investigacion Social Avanzada,Emerging Sources Citation Index
16676,Revue Roumaine de Linguistique,Q3,,
16677,SKASE Journal of Theoretical Linguistics,Q3,Slovak Assoc Study English-Skase,Emerging Sources Citation Index
16678,Sociologia y Tecnociencia,Q4,Univ Valladolid,Emerging Sources Citation Index
16679,Acta Bioethica,Q4,Univ Chile,Science Citation Index Expanded | Social Sciences Citation Index
16680,American Political Thought,Q4,Univ Chicago Press,Emerging Sources Citation Index
16681,Journal of International and Comparative Law,Q4,Sweet & Maxwell,Emerging Sources Citation Index
16682,Romanian Journal of European Affairs,Q4,European Inst Romania,Emerging Sources Citation Index
16683,Arthuriana,Q2,Scriptorium Press,Arts & Humanities Citation Index
16684,Bookbird: Journal of International Children's Literature,Q2,,
16685,Building and Landscapes,Q2,,
16686,Comparative Literature,Q2,Duke Univ Press,Arts & Humanities Citation Index
16687,Exemplaria,Q2,,
16688,Fabrications,Q2,,
16689,Jewish Quarterly Review,Q2,Univ Pennsylvania Press,Emerging Sources Citation Index
16690,Journal of Song-Yuan Studies,Q2,Johns Hopkins Univ Press,Arts & Humanities Citation Index
16691,Research in African Literatures,Q2,Indiana Univ Press,Arts & Humanities Citation Index
16692,Revista de Cancioneros Impresos y Manuscritos,Q2,Univ Alicante,Emerging Sources Citation Index
16693,Revista de Estudios Hispanicos,Q2,Revista De Estudios Hispanicos,Arts & Humanities Citation Index
16694,Russian Review,Q2,Wiley,Arts & Humanities Citation Index
16695,Slovene,Q2,,
16696,Enfance,Q3,Presses Univ France,Emerging Sources Citation Index
16697,Fronteras de la Historia,Q3,Inst Colombiano Antropologia & Historia,Emerging Sources Citation Index
16698,Review of Metaphysics,Q3,Philosophy Education Soc,Arts & Humanities Citation Index
16699,Revista Colombiana de Sociologia,Q3,Univ Nacl Colombia,Emerging Sources Citation Index
16700,Revolutionary Russia,Q3,Routledge Journals,Arts & Humanities Citation Index
16701,Caracol,Q3,Univ Sao Paulo,Emerging Sources Citation Index
16702,Langue Francaise,Q3,Larousse,Arts & Humanities Citation Index
16703,Nueva Revista de Filologia Hispanica,Q3,,
16704,Taiwan Journal of Linguistics,Q3,Crane Publ Co,Emerging Sources Citation Index
16705,Wiener Tierarztliche Monatsschrift,Q4,B W K Publishing Solutions & Verlag,Science Citation Index Expanded
16706,Afinidad,Q4,Assoc Antics Alumnes Inst Quimic Sarria - Aiqs,Science Citation Index Expanded
16707,Revista de Estudios Regionales,Q4,Asoc Univ Publicas Andalucia-Aupa,Emerging Sources Citation Index
16708,Underwater Technology,Q4,Soc Underwater Technology,Emerging Sources Citation Index
16709,Alergia Astma Immunologia,Q4,Oficyna Wydawnicza Mediton,Emerging Sources Citation Index
16710,Gematologiya i Transfuziologiya,Q4,Ministerstvo Zdravookhraneniya,Science Citation Index Expanded
16711,Giornale Italiano di Ostetricia e Ginecologia,Q4,,
16712,Iranian Journal of Radiology,Q4,Briefland,Science Citation Index Expanded
16713,New Armenian Medical Journal,Q4,Yerevan State Medical Univ,Emerging Sources Citation Index
16714,Onkourologiya,Q4,Abv-Press Publ House,Emerging Sources Citation Index
16715,Architectural Research Quarterly,Q2,,
16716,Hispania Sacra,Q2,Consejo Superior Investigaciones Cientificas-Csic,Arts & Humanities Citation Index
16717,Huntington Library Quarterly,Q2,Univ Pennsylvania Press,Arts & Humanities Citation Index
16718,Magnificat Cultura i Literatura Medievals,Q2,Univ Valencia,Emerging Sources Citation Index
16719,NAN NU,Q2,,
16720,Religion and Theology,Q2,,
16721,Slavic and East European Journal,Q2,Ohio State Univ,Arts & Humanities Citation Index
16722,Slovenska Literatura,Q2,Slovak Acad Sciences,Emerging Sources Citation Index
16723,Theatre Research International,Q2,Cambridge Univ Press,Arts & Humanities Citation Index
16724,Translation and Literature,Q2,Edinburgh Univ Press,Arts & Humanities Citation Index
16725,Amerasia Journal,Q3,Taylor & Francis Inc,Arts & Humanities Citation Index
16726,Biography,Q3,,
16727,Etikk i Praksis,Q3,Akademika As,Social Sciences Citation Index | Arts & Humanities Citation Index
16728,Filozofija i Drustvo,Q3,,
16729,International Philosophical Quarterly,Q3,Philosophy Documentation Center,Arts & Humanities Citation Index
16730,International Public History,Q3,Walter De Gruyter Gmbh,Emerging Sources Citation Index
16731,Latin American Journal of Pharmacy,Q4,Colegio Farmaceuticos Provincia De Buenos Aires,Science Citation Index Expanded
16732,Portuguese Journal of Social Science,Q4,Intellect Ltd,Emerging Sources Citation Index
16733,Iranian Journal of Nuclear Medicine,Q4,Tehran Univ Medical Sciences Publ,Emerging Sources Citation Index
16734,CLCWeb - Comparative Literature and Culture,Q2,,
16735,Clothing Cultures,Q2,Intellect Ltd,Emerging Sources Citation Index
16736,Exchange,Q2,,
16737,Feminist Theology,Q2,Sage Publications Ltd,Arts & Humanities Citation Index
16738,Jung Journal: Culture and Psyche,Q2,,
16739,Zeitschrift fur die Neutestamentliche Wissenschaft und die Kunde der Alteren Kirche,Q2,Walter De Gruyter Gmbh,Arts & Humanities Citation Index
16740,T'ang Studies,Q3,,
16741,Universum,Q3,,
16742,Women's Studies,Q3,,
16743,Disparidades. Revista de Antropologia,Q3,,
16744,Journal of Portuguese Linguistics,Q3,Ubiquity Press Ltd,Emerging Sources Citation Index
16745,Language and History,Q3,,
16746,Rawal Medical Journal,Q4,Pakistan Medical Assoc,Emerging Sources Citation Index
16747,Central European Journal of Economic Modelling and Econometrics,Q4,Polish Academy Sciences-Lodz Branch,Emerging Sources Citation Index
16748,China Nonprofit Review,Q4,Tsinghua Univ Press,Emerging Sources Citation Index
16749,Acta Physica Slovaca,Q4,,
16750,Video-Assisted Thoracic Surgery,Q4,Ame Publishing Company,Emerging Sources Citation Index
16751,Journal of Logic and Analysis,Q4,Journal Logic & Analysis,Emerging Sources Citation Index
16752,Nordic Journal of Human Rights,Q4,Routledge Journals,Emerging Sources Citation Index
16753,Russian Law Journal,Q4,,
16754,Marmara Medical Journal,Q4,Marmara Univ,Emerging Sources Citation Index
16755,Pneumon,Q4,European Publishing,Emerging Sources Citation Index
16756,Therapeutische Umschau. Revue therapeutique,Q4,,
16757,452°F,Q2,,
16758,Bulletin of Spanish Studies,Q2,Routledge Journals,Arts & Humanities Citation Index
16759,Canadian Literature,Q2,Univ British Columbia,Arts & Humanities Citation Index
16760,Diacritics,Q2,,
16761,Emily Dickinson Journal,Q2,Johns Hopkins Univ Press,Arts & Humanities Citation Index
16762,Keats-Shelley Review,Q2,Routledge Journals,Arts & Humanities Citation Index
16763,Oud Holland,Q2,Brill,Arts & Humanities Citation Index
16764,Postmodern Culture,Q2,Johns Hopkins Univ Press,Arts & Humanities Citation Index
16765,Romance Quarterly,Q2,Routledge Journals,Arts & Humanities Citation Index
16766,Scando-Slavica,Q2,Routledge Journals,Emerging Sources Citation Index
16767,South Central Review,Q2,Johns Hopkins Univ Press,Arts & Humanities Citation Index
16768,Historicka Sociologie,Q3,Charles Univ-Prague,Emerging Sources Citation Index
16769,Idealistic Studies,Q3,Philosophy Documentation Center,Arts & Humanities Citation Index
16770,Journal of Jewish Languages,Q3,Brill,Emerging Sources Citation Index
16771,Lectora,Q3,,
16772,Mediterranean Historical Review,Q3,Routledge Journals,Social Sciences Citation Index | Arts & Humanities Citation Index
16773,Revue d'Histoire Moderne et Contemporaine,Q3,,
16774,Kleintierpraxis,Q4,M H Schaper Gmbh Co Kg,Science Citation Index Expanded
16775,Turkish Journal of Physiotherapy and Rehabilitation,Q4,,
16776,Elektrotehniski Vestnik/Electrotechnical Review,Q4,,
16777,Obrana a Strategie,Q4,,
16778,Tijdschrift voor Communicatiewetenschap,Q4,Amsterdam Univ Press,Social Sciences Citation Index
16779,Allergologie,Q4,Dustri-Verlag Dr Karl Feistle,Science Citation Index Expanded
16780,Cuadernos de bioe&#x0301;tica : revista oficial de la Asociacio&#x0301;n Espan&#x0303;ola de Bioe&#x0301;tica y E&#x0301;tica Me&#x0301;dica,Q4,,
16781,South African Journal of Obstetrics and Gynaecology,Q4,,
16782,Sri Lankan Journal of Anaesthesiology,Q4,Coll Anaesthesiologists Sri Lanka,Emerging Sources Citation Index
16783,Afghanistan,Q2,Edinburgh Univ Press,Emerging Sources Citation Index
16784,Artibus Asiae,Q2,Artibus Asiae,Arts & Humanities Citation Index
16785,Classical World,Q2,Classical Assoc Atlantic States,Arts & Humanities Citation Index
